Entity,Code,Year,Solar (TWh growth - equivalent)
Central America (BP),,2018,0.874035120010376
Central America (BP),,2019,1.0908570289611816
Central America (BP),,2020,0.937652587890625
Central America (BP),,2021,1.1239910125732422
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,0
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0
Chile,CHL,2002,0
Chile,CHL,2003,0
Chile,CHL,2004,0
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,0
Chile,CHL,2008,0
Chile,CHL,2009,0
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2012,0.0009333333000540733
Chile,CHL,2013,0.017483334988355637
Chile,CHL,2014,1.224281668663025
Chile,CHL,2015,2.420013904571533
Chile,CHL,2016,3.1644394397735596
Chile,CHL,2017,3.541098117828369
Chile,CHL,2018,3.1744890213012695
Chile,CHL,2019,3.0644845962524414
Chile,CHL,2020,3.3915576934814453
Chile,CHL,2021,7.728382110595703
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.005916666705161333
China,CHN,1991,0
China,CHN,1992,0.002944443840533495
China,CHN,1993,0.002972222864627838
China,CHN,1994,0.0029444443061947823
China,CHN,1995,0.005916666239500046
China,CHN,1996,0.005916666239500046
China,CHN,1997,0.0059158336371183395
China,CHN,1998,0.008870832622051239
China,CHN,1999,0.008871108293533325
China,CHN,2000,0.014785002917051315
China,CHN,2001,0.026017501950263977
China,CHN,2002,0.0490327849984169
China,CHN,2003,0.0455038845539093
China,CHN,2004,0.033397480845451355
China,CHN,2005,0.02152112126350403
China,CHN,2006,0.02978666126728058
China,CHN,2007,0.05203554034233093
China,CHN,2008,0.10478001832962036
China,CHN,2009,0.3520377576351166
China,CHN,2010,1.1665141582489014
China,CHN,2011,5.25440788269043
China,CHN,2012,2.655825614929199
China,CHN,2013,12.966423988342285
China,CHN,2014,40.87440490722656
China,CHN,2015,42.62334060668945
China,CHN,2016,71.77772521972656
China,CHN,2017,135.40219116210938
China,CHN,2018,154.52914428710938
China,CHN,2019,122.42861938476562
China,CHN,2020,95.26629638671875
China,CHN,2021,169.92926025390625
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0.005416666157543659
Colombia,COL,2001,0.0024166665971279144
Colombia,COL,2002,0.005750000476837158
Colombia,COL,2003,0.004999999888241291
Colombia,COL,2004,0.004333334043622017
Colombia,COL,2005,0.00438888743519783
Colombia,COL,2006,-0.02730555459856987
Colombia,COL,2007,0
Colombia,COL,2008,0
Colombia,COL,2009,0
Colombia,COL,2010,0
Colombia,COL,2011,0
Colombia,COL,2012,0
Colombia,COL,2013,0
Colombia,COL,2014,0
Colombia,COL,2015,0
Colombia,COL,2016,0
Colombia,COL,2017,0.01330555509775877
Colombia,COL,2018,0.01844305545091629
Colombia,COL,2019,0.3163577616214752
Colombia,COL,2020,0.1529896855354309
Colombia,COL,2021,0.32923227548599243
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0
Croatia,HRV,2005,0
Croatia,HRV,2006,0
Croatia,HRV,2007,0
Croatia,HRV,2008,0
Croatia,HRV,2009,0.00004611111216945574
Croatia,HRV,2010,-2.7777787181548774e-7
Croatia,HRV,2011,-2.7778150979429483e-7
Croatia,HRV,2012,0.00542666669934988
Croatia,HRV,2013,0.02530861087143421
Croatia,HRV,2014,0.0640375018119812
Croatia,HRV,2015,0.05868110805749893
Croatia,HRV,2016,0.02318499982357025
Croatia,HRV,2017,0.0327591747045517
Croatia,HRV,2018,-0.011278614401817322
Croatia,HRV,2019,0.02088417112827301
Croatia,HRV,2020,0.03176136314868927
Croatia,HRV,2021,0.0037750303745269775
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.001152777811512351
Cyprus,CYP,2005,0.00046666665002703667
Cyprus,CYP,2006,0.0012416667304933071
Cyprus,CYP,2007,0.0020277772564440966
Cyprus,CYP,2008,0.0035277782008051872
Cyprus,CYP,2009,0.002749999985098839
Cyprus,CYP,2010,0.008249999023973942
Cyprus,CYP,2011,0.013687221333384514
Cyprus,CYP,2012,0.027218610048294067
Cyprus,CYP,2013,0.06777222454547882
Cyprus,CYP,2014,0.09838584065437317
Cyprus,CYP,2015,0.11460860073566437
Cyprus,CYP,2016,0.049589723348617554
Cyprus,CYP,2017,0.067116379737854
Cyprus,CYP,2018,0.04973447322845459
Cyprus,CYP,2019,0.06781613826751709
Cyprus,CYP,2020,0.20100635290145874
Cyprus,CYP,2021,0.46368831396102905
Czechia,CZE,1966,0
Czechia,CZE,1967,0
Czechia,CZE,1968,0
Czechia,CZE,1969,0
Czechia,CZE,1970,0
Czechia,CZE,1971,0
Czechia,CZE,1972,0
Czechia,CZE,1973,0
Czechia,CZE,1974,0
Czechia,CZE,1975,0
Czechia,CZE,1976,0
Czechia,CZE,1977,0
Czechia,CZE,1978,0
Czechia,CZE,1979,0
Czechia,CZE,1980,0
Czechia,CZE,1981,0
Czechia,CZE,1982,0
Czechia,CZE,1983,0
Czechia,CZE,1984,0
Czechia,CZE,1985,0
Czechia,CZE,1986,0
Czechia,CZE,1987,0
Czechia,CZE,1988,0
Czechia,CZE,1989,0
Czechia,CZE,1990,0
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0
Czechia,CZE,1994,0
Czechia,CZE,1995,0
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0
Czechia,CZE,2001,0
Czechia,CZE,2002,0
Czechia,CZE,2003,0
Czechia,CZE,2004,0.0002888888993766159
Czechia,CZE,2005,-0.00009416669490747154
Czechia,CZE,2006,0.0002886111324187368
Czechia,CZE,2007,0.004488889127969742
Czechia,CZE,2008,0.03138138726353645
Czechia,CZE,2009,0.21165886521339417
Czechia,CZE,2010,1.4609169960021973
Czechia,CZE,2011,4.133901119232178
Czechia,CZE,2012,0.11566925048828125
Czechia,CZE,2013,-0.31633996963500977
Czechia,CZE,2014,0.10898399353027344
Czechia,CZE,2015,0.34520673751831055
Czechia,CZE,2016,-0.3915834426879883
Czechia,CZE,2017,0.13242149353027344
Czechia,CZE,2018,0.35295820236206055
Czechia,CZE,2019,-0.16457796096801758
Czechia,CZE,2020,-0.16080284118652344
Czechia,CZE,2021,-0.23713016510009766
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0.0004777777648996562
Denmark,DNK,1997,0.0004666666209232062
Denmark,DNK,1998,0.00023888895520940423
Denmark,DNK,1999,0.0014194443356245756
Denmark,DNK,2000,0.0009527779184281826
Denmark,DNK,2001,-0.000027777859941124916
Denmark,DNK,2002,0.00022222218103706837
Denmark,DNK,2003,0.0006666665431112051
Denmark,DNK,2004,0.0008888887241482735
Denmark,DNK,2005,0.0008888891898095608
Denmark,DNK,2006,0.00011111097410321236
Denmark,DNK,2007,0.0007500001229345798
Denmark,DNK,2008,0.0003055552951991558
Denmark,DNK,2009,0.0031111114658415318
Denmark,DNK,2010,0.006638889200985432
Denmark,DNK,2011,0.024628885090351105
Denmark,DNK,2012,0.2430405616760254
Denmark,DNK,2013,1.1257367134094238
Denmark,DNK,2014,0.20279574394226074
Denmark,DNK,2015,0.013945341110229492
Denmark,DNK,2016,0.3638702630996704
Denmark,DNK,2017,0.008794188499450684
Denmark,DNK,2018,0.5213840007781982
Denmark,DNK,2019,0.01784491539001465
Denmark,DNK,2020,0.5612666606903076
Denmark,DNK,2021,0.24348139762878418
Eastern Africa (BP),,1972,0
Eastern Africa (BP),,1973,0
Eastern Africa (BP),,1974,0
Eastern Africa (BP),,1975,0
Eastern Africa (BP),,1976,0
Eastern Africa (BP),,1977,0
Eastern Africa (BP),,1978,0
Eastern Africa (BP),,1979,0
Eastern Africa (BP),,1980,0
Eastern Africa (BP),,1981,0
Eastern Africa (BP),,1982,0
Eastern Africa (BP),,1983,0
Eastern Africa (BP),,1984,0
Eastern Africa (BP),,1985,0
Eastern Africa (BP),,1986,0
Eastern Africa (BP),,1987,0
Eastern Africa (BP),,1988,0
Eastern Africa (BP),,1989,0
Eastern Africa (BP),,1990,0
Eastern Africa (BP),,1991,0
Eastern Africa (BP),,1992,0
Eastern Africa (BP),,1993,0
Eastern Africa (BP),,1994,0
Eastern Africa (BP),,1995,0
Eastern Africa (BP),,1996,0
Eastern Africa (BP),,1997,0
Eastern Africa (BP),,1998,0
Eastern Africa (BP),,1999,0
Eastern Africa (BP),,2000,0
Eastern Africa (BP),,2001,0.0005111111095175147
Eastern Africa (BP),,2002,0.0005027777515351772
Eastern Africa (BP),,2003,-0.000008333357982337475
Eastern Africa (BP),,2004,0.0009972222615033388
Eastern Africa (BP),,2005,0.0019416667055338621
Eastern Africa (BP),,2006,0.011166665703058243
Eastern Africa (BP),,2007,0.013474165461957455
Eastern Africa (BP),,2008,0.025179723277688026
Eastern Africa (BP),,2009,0.039743050932884216
Eastern Africa (BP),,2010,0.17673860490322113
Eastern Africa (BP),,2011,0.2209230661392212
Eastern Africa (BP),,2012,0.19183501601219177
Eastern Africa (BP),,2013,0.16330385208129883
Eastern Africa (BP),,2014,0.2562199831008911
Eastern Africa (BP),,2015,0.15223729610443115
Eastern Africa (BP),,2016,0.17087388038635254
Eastern Africa (BP),,2017,0.19584405422210693
Eastern Africa (BP),,2018,0.30016028881073
Eastern Africa (BP),,2019,0.8178800344467163
Eastern Africa (BP),,2020,0.3359661102294922
Eastern Africa (BP),,2021,0.4737730026245117
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0.0000355555530404672
Ecuador,ECU,2006,0.000006666668923571706
Ecuador,ECU,2007,0.000009166666131932288
Ecuador,ECU,2008,0.000023611108190380037
Ecuador,ECU,2009,-0.00005299999611452222
Ecuador,ECU,2010,-0.000022000000171829015
Ecuador,ECU,2011,0.0001602777629159391
Ecuador,ECU,2012,0.0007313888636417687
Ecuador,ECU,2013,0.00908055528998375
Ecuador,ECU,2014,0.034681107848882675
Ecuador,ECU,2015,0.05244972184300423
Ecuador,ECU,2016,0.006645001471042633
Ecuador,ECU,2017,-0.004002779722213745
Ecuador,ECU,2018,0.0010022222995758057
Ecuador,ECU,2019,0.3380161225795746
Ecuador,ECU,2020,-0.3395950198173523
Ecuador,ECU,2021,-0.0026916638016700745
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0.0005916666705161333
Egypt,EGY,2001,0.0020527776796370745
Egypt,EGY,2002,0.0002722223289310932
Egypt,EGY,2003,-0.000027777859941124916
Egypt,EGY,2004,0
Egypt,EGY,2005,-0.000027777627110481262
Egypt,EGY,2006,-0.000027777859941124916
Egypt,EGY,2007,0.0005555555690079927
Egypt,EGY,2008,0.0008333332370966673
Egypt,EGY,2009,0.0019166665151715279
Egypt,EGY,2010,0.06380582600831985
Egypt,EGY,2011,0.6047366261482239
Egypt,EGY,2012,0.7078052163124084
Egypt,EGY,2013,-1.3131601810455322
Egypt,EGY,2014,0.3087255358695984
Egypt,EGY,2015,-0.26494723558425903
Egypt,EGY,2016,0.5122780799865723
Egypt,EGY,2017,0.9781644344329834
Egypt,EGY,2018,-0.1404256820678711
Egypt,EGY,2019,2.464371681213379
Egypt,EGY,2020,3.5219948291778564
Egypt,EGY,2021,-0.04754447937011719
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0.0002805555413942784
Estonia,EST,2010,-0.000003055552951991558
Estonia,EST,2011,0.0002752777945715934
Estonia,EST,2012,0.0002694444265216589
Estonia,EST,2013,0.0029833330772817135
Estonia,EST,2014,0.004583333618938923
Estonia,EST,2015,0.007499999366700649
Estonia,EST,2016,0.010027777403593063
Estonia,EST,2017,0.012650832533836365
Estonia,EST,2018,0.042926110327243805
Estonia,EST,2019,0.11225027590990067
Estonia,EST,2020,0.13956332206726074
Estonia,EST,2021,0.32643723487854004
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0
Europe,,1979,0
Europe,,1980,0
Europe,,1981,0
Europe,,1982,0
Europe,,1983,0
Europe,,1984,0.003000000026077032
Europe,,1985,0
Europe,,1986,0
Europe,,1987,-0.003000000026077032
Europe,,1988,0.003000000026077032
Europe,,1989,0.023888885974884033
Europe,,1990,0.01006111316382885
Europe,,1991,0.008861109614372253
Europe,,1992,0.028363890945911407
Europe,,1993,0.02153249830007553
Europe,,1994,0.006841108202934265
Europe,,1995,0.030002497136592865
Europe,,1996,0.008780553936958313
Europe,,1997,0.026990845799446106
Europe,,1998,0.03005443513393402
Europe,,1999,0.03873860836029053
Europe,,2000,-0.016935274004936218
Europe,,2001,0.35040605068206787
Europe,,2002,0.34813839197158813
Europe,,2003,0.44053715467453003
Europe,,2004,0.8051320314407349
Europe,,2005,2.1661953926086426
Europe,,2006,2.9794955253601074
Europe,,2007,3.6546101570129395
Europe,,2008,10.36105728149414
Europe,,2009,18.679397583007812
Europe,,2010,25.207176208496094
Europe,,2011,64.73100280761719
Europe,,2012,68.11738586425781
Europe,,2013,37.82563781738281
Europe,,2014,28.20281982421875
Europe,,2015,27.78887939453125
Europe,,2016,7.56134033203125
Europe,,2017,21.249114990234375
Europe,,2018,20.90338134765625
Europe,,2019,33.65673828125
Europe,,2020,62.64227294921875
Europe,,2021,47.019439697265625
Europe (BP),,1966,0
Europe (BP),,1967,0
Europe (BP),,1968,0
Europe (BP),,1969,0
Europe (BP),,1970,0
Europe (BP),,1971,0
Europe (BP),,1972,0
Europe (BP),,1973,0
Europe (BP),,1974,0
Europe (BP),,1975,0
Europe (BP),,1976,0
Europe (BP),,1977,0
Europe (BP),,1978,0
Europe (BP),,1979,0
Europe (BP),,1980,0
Europe (BP),,1981,0
Europe (BP),,1982,0
Europe (BP),,1983,0
Europe (BP),,1984,0.003000000026077032
Europe (BP),,1985,0
Europe (BP),,1986,0
Europe (BP),,1987,-0.003000000026077032
Europe (BP),,1988,0.003000000026077032
Europe (BP),,1989,0.023888887837529182
Europe (BP),,1990,0.01007360965013504
Europe (BP),,1991,0.008870836347341537
Europe (BP),,1992,0.028351664543151855
Europe (BP),,1993,0.021571114659309387
Europe (BP),,1994,0.0068174973130226135
Europe (BP),,1995,0.030017785727977753
Europe (BP),,1996,0.008786380290985107
Europe (BP),,1997,0.026952505111694336
Europe (BP),,1998,0.03004971146583557
Europe (BP),,1999,0.03876471519470215
Europe (BP),,2000,-0.016928046941757202
Europe (BP),,2001,0.3503091633319855
Europe (BP),,2002,0.34819191694259644
Europe (BP),,2003,0.4405639171600342
Europe (BP),,2004,0.8051210641860962
Europe (BP),,2005,2.1661760807037354
Europe (BP),,2006,2.979515552520752
Europe (BP),,2007,3.6545844078063965
Europe (BP),,2008,10.361050605773926
Europe (BP),,2009,18.67940902709961
Europe (BP),,2010,25.213848114013672
Europe (BP),,2011,64.72895050048828
Europe (BP),,2012,68.11286926269531
Europe (BP),,2013,37.813507080078125
Europe (BP),,2014,27.823104858398438
Europe (BP),,2015,27.775390625
Europe (BP),,2016,9.43572998046875
Europe (BP),,2017,25.784637451171875
Europe (BP),,2018,33.57049560546875
Europe (BP),,2019,36.298736572265625
Europe (BP),,2020,64.74990844726562
Europe (BP),,2021,50.3843994140625
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0
European Union (27),,1979,0
European Union (27),,1980,0
European Union (27),,1981,0
European Union (27),,1982,0
European Union (27),,1983,0
European Union (27),,1984,0
European Union (27),,1985,0
European Union (27),,1986,0
European Union (27),,1987,0
European Union (27),,1988,0
European Union (27),,1989,0.026888888329267502
European Union (27),,1990,0.007116388529539108
European Union (27),,1991,0.005914166569709778
European Union (27),,1992,0.025394447147846222
European Union (27),,1993,0.01861444115638733
European Union (27),,1994,0.003860272467136383
European Union (27),,1995,0.02706083655357361
European Union (27),,1996,0.005829446017742157
European Union (27),,1997,0.026952505111694336
European Union (27),,1998,0.027092769742012024
European Union (27),,1999,0.029893606901168823
European Union (27),,2000,-0.03555721044540405
European Union (27),,2001,0.34142860770225525
European Union (27),,2002,0.33942586183547974
European Union (27),,2003,0.4294043779373169
European Union (27),,2004,0.8024605512619019
European Union (27),,2005,2.146368980407715
European Union (27),,2006,2.960526466369629
European Union (27),,2007,3.631591320037842
European Union (27),,2008,10.329631805419922
European Union (27),,2009,18.62118911743164
European Union (27),,2010,25.032318115234375
European Union (27),,2011,63.86323547363281
European Union (27),,2012,63.86199951171875
European Union (27),,2013,34.81584167480469
European Union (27),,2014,21.711700439453125
European Union (27),,2015,17.08599853515625
European Union (27),,2016,-1.06109619140625
European Union (27),,2017,16.64764404296875
European Union (27),,2018,15.9278564453125
European Union (27),,2019,27.271636962890625
European Union (27),,2020,51.368682861328125
European Union (27),,2021,43.994384765625
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0.0014777777250856161
Finland,FIN,1991,0
Finland,FIN,1992,0.0002972222864627838
Finland,FIN,1993,0.0002944443840533495
Finland,FIN,1994,0.0002972222864627838
Finland,FIN,1995,0
Finland,FIN,1996,0.000577777624130249
Finland,FIN,1997,0.0006111112888902426
Finland,FIN,1998,0.0002777774352580309
Finland,FIN,1999,0.0003055557608604431
Finland,FIN,2000,0.0005833334289491177
Finland,FIN,2001,0.00027777766808867455
Finland,FIN,2002,0.0005555553361773491
Finland,FIN,2003,0.0005277777090668678
Finland,FIN,2004,0.0008333334699273109
Finland,FIN,2005,0.0005277781747281551
Finland,FIN,2006,0.0022222218103706837
Finland,FIN,2007,0.001083333045244217
Finland,FIN,2008,0.0002222219482064247
Finland,FIN,2009,0.001027778722345829
Finland,FIN,2010,0.0010555554181337357
Finland,FIN,2011,0.0015555555000901222
Finland,FIN,2012,0.0010277768597006798
Finland,FIN,2013,0.00208333320915699
Finland,FIN,2014,0.003944443538784981
Finland,FIN,2015,0.008255280554294586
Finland,FIN,2016,0.029567774385213852
Finland,FIN,2017,0.07223083823919296
Finland,FIN,2018,0.1087999939918518
Finland,FIN,2019,0.15088139474391937
Finland,FIN,2020,0.18956494331359863
Finland,FIN,2021,0.22518110275268555
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.004399999976158142
France,FRA,1993,0.0005722222849726677
France,FRA,1994,0.0005833329632878304
France,FRA,1995,0.0004722224548459053
France,FRA,1996,0.0018055550754070282
France,FRA,1997,0.0022499999031424522
France,FRA,1998,0.0020000003278255463
France,FRA,1999,0.0013611111789941788
France,FRA,2000,0.0020000003278255463
France,FRA,2001,0.002666667103767395
France,FRA,2002,0.0026111099869012833
France,FRA,2003,0.0018055550754070282
France,FRA,2004,0.0018055550754070282
France,FRA,2005,0.005734724923968315
France,FRA,2006,0.0038094427436590195
France,FRA,2007,0.01701972261071205
France,FRA,2008,0.06712527573108673
France,FRA,2009,0.36790943145751953
France,FRA,2010,1.2349269390106201
France,FRA,2011,4.011624813079834
France,FRA,2012,5.279128074645996
France,FRA,2013,1.8932418823242188
France,FRA,2014,3.114042282104492
France,FRA,2015,3.540599822998047
France,FRA,2016,2.2983627319335938
France,FRA,2017,2.3668689727783203
France,FRA,2018,3.3213977813720703
France,FRA,2019,3.419527053833008
France,FRA,2020,2.9802017211914062
France,FRA,2021,4.2725677490234375
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
