Entity,Code,Year,Wind Capacity
United Kingdom,GBR,2000,0.41200000000000003
United Kingdom,GBR,2001,0.493
United Kingdom,GBR,2002,0.534
United Kingdom,GBR,2003,0.742
United Kingdom,GBR,2004,0.933
United Kingdom,GBR,2005,1.565
United Kingdom,GBR,2006,1.955
United Kingdom,GBR,2007,2.477
United Kingdom,GBR,2008,3.446
United Kingdom,GBR,2009,4.422
United Kingdom,GBR,2010,5.42123193359375
United Kingdom,GBR,2011,6.5962851562500004
United Kingdom,GBR,2012,9.030419921875
United Kingdom,GBR,2013,11.2822724609375
United Kingdom,GBR,2014,13.073953125000001
United Kingdom,GBR,2015,14.305633789062501
United Kingdom,GBR,2016,16.125934570312502
United Kingdom,GBR,2017,19.584998046875
United Kingdom,GBR,2018,21.767220703125002
United Kingdom,GBR,2019,24.095380859375002
United Kingdom,GBR,2020,24.484990234375
United Kingdom,GBR,2021,27.129990234375
United States,USA,1997,1.611
United States,USA,1998,2.141
United States,USA,1999,2.445
United States,USA,2000,2.3770000000000002
United States,USA,2001,3.864
United States,USA,2002,4.417
United States,USA,2003,5.995
United States,USA,2004,6.456
United States,USA,2005,8.706
United States,USA,2006,11.329
United States,USA,2007,16.515
United States,USA,2008,24.651
United States,USA,2009,34.296
United States,USA,2010,39.135
United States,USA,2011,45.676
United States,USA,2012,59.075
United States,USA,2013,59.973
United States,USA,2014,64.23201953125
United States,USA,2015,72.5730234375
United States,USA,2016,81.286
United States,USA,2017,87.59700000000001
United States,USA,2018,94.516
United States,USA,2019,104.052203125
United States,USA,2020,118.731703125
United States,USA,2021,132.73759375
Upper-middle-income countries,,1997,0.193
Upper-middle-income countries,,1998,0.271
Upper-middle-income countries,,1999,0.34400000000000003
Upper-middle-income countries,,2000,0.46001199340820315
Upper-middle-income countries,,2001,0.5345289916992187
Upper-middle-income countries,,2002,0.6076580200195313
Upper-middle-income countries,,2003,0.7158889770507812
Upper-middle-income countries,,2004,0.934989013671875
Upper-middle-income countries,,2005,1.247989013671875
Upper-middle-income countries,,2006,2.6063291015625
Upper-middle-income countries,,2007,4.8363291015625
Upper-middle-income countries,,2008,9.484396484375
Upper-middle-income countries,,2009,19.934597656250002
Upper-middle-income countries,,2010,33.44696875
Upper-middle-income countries,,2011,51.85633984375
Upper-middle-income countries,,2012,70.4797109375
Upper-middle-income countries,,2013,88.0952265625
Upper-middle-income countries,,2014,113.062375
Upper-middle-income countries,,2015,152.18525
Upper-middle-income countries,,2016,174.913921875
Upper-middle-income countries,,2017,194.65815625
Upper-middle-income countries,,2018,219.80740625
Upper-middle-income countries,,2019,248.498328125
Upper-middle-income countries,,2020,326.86665625
Upper-middle-income countries,,2021,382.875
Uruguay,URY,1997,0
Uruguay,URY,1998,0
Uruguay,URY,1999,0
Uruguay,URY,2000,0.00015000000596046448
Uruguay,URY,2001,0.00015000000596046448
Uruguay,URY,2002,0.00015000000596046448
Uruguay,URY,2003,0.00015000000596046448
Uruguay,URY,2004,0.00015000000596046448
Uruguay,URY,2005,0.00015000000596046448
Uruguay,URY,2006,0.00015000000596046448
Uruguay,URY,2007,0.00015000000596046448
Uruguay,URY,2008,0.014600000381469727
Uruguay,URY,2009,0.030600000381469726
Uruguay,URY,2010,0.040599998474121095
Uruguay,URY,2011,0.04360499954223633
Uruguay,URY,2012,0.05260499954223633
Uruguay,URY,2013,0.05941699981689453
Uruguay,URY,2014,0.48126800537109377
Uruguay,URY,2015,0.8567559814453125
Uruguay,URY,2016,1.2114560546875
Uruguay,URY,2017,1.510656005859375
Uruguay,URY,2018,1.510656005859375
Uruguay,URY,2019,1.51385595703125
Uruguay,URY,2020,1.51385595703125
Uruguay,URY,2021,1.51385595703125
World,OWID_WRL,1995,4.7780000000000005
World,OWID_WRL,1996,6.07
World,OWID_WRL,1997,7.6230751953125
World,OWID_WRL,1998,9.9361748046875
World,OWID_WRL,1999,13.4265546875
World,OWID_WRL,2000,16.932482421875
World,OWID_WRL,2001,23.96896484375
World,OWID_WRL,2002,30.733412109375
World,OWID_WRL,2003,38.670546875
World,OWID_WRL,2004,47.685390625000004
World,OWID_WRL,2005,58.408125
World,OWID_WRL,2006,73.161671875
World,OWID_WRL,2007,91.5530625
World,OWID_WRL,2008,115.5652890625
World,OWID_WRL,2009,150.120578125
World,OWID_WRL,2010,180.85153125
World,OWID_WRL,2011,220.12190625
World,OWID_WRL,2012,266.91825
World,OWID_WRL,2013,299.839625
World,OWID_WRL,2014,349.30678125000003
World,OWID_WRL,2015,416.17006250000003
World,OWID_WRL,2016,466.86603125
World,OWID_WRL,2017,514.2148125
World,OWID_WRL,2018,563.4656875000001
World,OWID_WRL,2019,621.2700625
World,OWID_WRL,2020,731.7631875000001
World,OWID_WRL,2021,824.8740625
