Entity,Code,Year,Renewables (TWh growth - equivalent)
Europe,,2021,72.93701171875
Europe (BP),,1966,69.62701416015625
Europe (BP),,1967,0.92987060546875
Europe (BP),,1968,36.4072265625
Europe (BP),,1969,-14.22235107421875
Europe (BP),,1970,50.07977294921875
Europe (BP),,1971,10.689453125
Europe (BP),,1972,41.8724365234375
Europe (BP),,1973,17.965087890625
Europe (BP),,1974,89.8546142578125
Europe (BP),,1975,25.8350830078125
Europe (BP),,1976,-90.8359375
Europe (BP),,1977,236.1629638671875
Europe (BP),,1978,-0.6163330078125
Europe (BP),,1979,71.09228515625
Europe (BP),,1980,-39.4569091796875
Europe (BP),,1981,16.7779541015625
Europe (BP),,1982,-15.1431884765625
Europe (BP),,1983,41.8515625
Europe (BP),,1984,16.151611328125
Europe (BP),,1985,57.20703125
Europe (BP),,1986,-46.25048828125
Europe (BP),,1987,127.9854736328125
Europe (BP),,1988,115.1915283203125
Europe (BP),,1989,-217.72705078125
Europe (BP),,1990,43.6959228515625
Europe (BP),,1991,34.1072998046875
Europe (BP),,1992,54.3118896484375
Europe (BP),,1993,71.0169677734375
Europe (BP),,1994,26.6573486328125
Europe (BP),,1995,34.190673828125
Europe (BP),,1996,-45.2215576171875
Europe (BP),,1997,82.33984375
Europe (BP),,1998,100.91552734375
Europe (BP),,1999,28.0731201171875
Europe (BP),,2000,95.93359375
Europe (BP),,2001,-1.756591796875
Europe (BP),,2002,-102.0025634765625
Europe (BP),,2003,-58.830078125
Europe (BP),,2004,189.8251953125
Europe (BP),,2005,74.3515625
Europe (BP),,2006,50.88134765625
Europe (BP),,2007,115.859130859375
Europe (BP),,2008,185.9580078125
Europe (BP),,2009,89.09912109375
Europe (BP),,2010,302.264404296875
Europe (BP),,2011,-39.66650390625
Europe (BP),,2012,353.09033203125
Europe (BP),,2013,233.474853515625
Europe (BP),,2014,56.95751953125
Europe (BP),,2015,178.7607421875
Europe (BP),,2016,63.204833984375
Europe (BP),,2017,30.650146484375
Europe (BP),,2018,270.932861328125
Europe (BP),,2019,162.82177734375
Europe (BP),,2020,295.1357421875
Europe (BP),,2021,36.88330078125
European Union (27),,1966,58.53662109375
European Union (27),,1967,-23.34429931640625
European Union (27),,1968,14.54876708984375
European Union (27),,1969,-10.86016845703125
European Union (27),,1970,41.69915771484375
European Union (27),,1971,-4.0235595703125
European Union (27),,1972,33.9345703125
European Union (27),,1973,-2.172607421875
European Union (27),,1974,58.8465576171875
European Union (27),,1975,7.03594970703125
European Union (27),,1976,-99.71746826171875
European Union (27),,1977,227.07666015625
European Union (27),,1978,-22.4498291015625
European Union (27),,1979,43.249755859375
European Union (27),,1980,-44.48114013671875
European Union (27),,1981,-12.4505615234375
European Union (27),,1982,-17.14093017578125
European Union (27),,1983,18.07452392578125
European Union (27),,1984,13.55474853515625
European Union (27),,1985,23.2662353515625
European Union (27),,1986,-46.7415771484375
European Union (27),,1987,82.945556640625
European Union (27),,1988,54.972412109375
European Union (27),,1989,-181.15087890625
European Union (27),,1990,50.882568359375
European Union (27),,1991,42.62115478515625
European Union (27),,1992,40.4019775390625
European Union (27),,1993,31.36444091796875
European Union (27),,1994,32.8902587890625
European Union (27),,1995,7.1456298828125
European Union (27),,1996,-1.0831298828125
European Union (27),,1997,49.9937744140625
European Union (27),,1998,52.6435546875
European Union (27),,1999,5.2769775390625
European Union (27),,2000,73.0762939453125
European Union (27),,2001,74.4168701171875
European Union (27),,2002,-132.884033203125
European Union (27),,2003,11.0830078125
European Union (27),,2004,125.4708251953125
European Union (27),,2005,13.9049072265625
European Union (27),,2006,84.103515625
European Union (27),,2007,98.501953125
European Union (27),,2008,145.00048828125
European Union (27),,2009,95.828125
European Union (27),,2010,243.839111328125
European Union (27),,2011,-21.1416015625
European Union (27),,2012,243.04248046875
European Union (27),,2013,187.06787109375
European Union (27),,2014,78.998046875
European Union (27),,2015,47.2705078125
European Union (27),,2016,29.095703125
European Union (27),,2017,11.025634765625
European Union (27),,2018,181.4296875
European Union (27),,2019,85.243896484375
European Union (27),,2020,210.654052734375
European Union (27),,2021,55.390380859375
Finland,FIN,1966,3.0376319885253906
Finland,FIN,1967,3.6917552947998047
Finland,FIN,1968,-3.372159957885742
Finland,FIN,1969,-5.155317306518555
Finland,FIN,1970,2.302867889404297
Finland,FIN,1971,3.419950485229492
Finland,FIN,1972,-0.8900833129882812
Finland,FIN,1973,0.5913982391357422
Finland,FIN,1974,6.278373718261719
Finland,FIN,1975,-1.4605712890625
Finland,FIN,1976,-8.064516067504883
Finland,FIN,1977,7.983869552612305
Finland,FIN,1978,-7.045995712280273
Finland,FIN,1979,3.1690540313720703
Finland,FIN,1980,-1.9324951171875
Finland,FIN,1981,10.164276123046875
Finland,FIN,1982,-1.672637939453125
Finland,FIN,1983,1.4545974731445312
Finland,FIN,1984,-0.9856643676757812
Finland,FIN,1985,-2.7001190185546875
Finland,FIN,1986,0.16427993774414062
Finland,FIN,1987,4.157703399658203
Finland,FIN,1988,-1.2813606262207031
Finland,FIN,1989,-0.9826774597167969
Finland,FIN,1990,10.04471206665039
Finland,FIN,1991,6.412193298339844
Finland,FIN,1992,5.4973297119140625
Finland,FIN,1993,-1.6087799072265625
Finland,FIN,1994,-3.3819351196289062
Finland,FIN,1995,3.830036163330078
Finland,FIN,1996,-5.532375335693359
Finland,FIN,1997,6.680370330810547
Finland,FIN,1998,13.528274536132812
Finland,FIN,1999,-9.679641723632812
Finland,FIN,2000,6.495361328125
Finland,FIN,2001,-5.762107849121094
Finland,FIN,2002,-5.022624969482422
Finland,FIN,2003,-2.3543968200683594
Finland,FIN,2004,19.1031494140625
Finland,FIN,2005,-7.19195556640625
Finland,FIN,2006,-2.2838897705078125
Finland,FIN,2007,4.906097412109375
Finland,FIN,2008,10.557891845703125
Finland,FIN,2009,-17.158424377441406
Finland,FIN,2010,7.440696716308594
Finland,FIN,2011,0.35037994384765625
Finland,FIN,2012,11.690925598144531
Finland,FIN,2013,-7.5996551513671875
Finland,FIN,2014,4.177207946777344
Finland,FIN,2015,10.973197937011719
Finland,FIN,2016,-3.7185897827148438
Finland,FIN,2017,5.183540344238281
Finland,FIN,2018,1.6280364990234375
Finland,FIN,2019,-0.09766387939453125
Finland,FIN,2020,8.396324157714844
Finland,FIN,2021,7.367576599121094
France,FRA,1966,16.997970581054688
France,FRA,1967,-19.512313842773438
France,FRA,1968,15.942550659179688
France,FRA,1969,7.9001617431640625
France,FRA,1970,12.025390625
France,FRA,1971,-23.06884765625
France,FRA,1972,0.31915283203125
France,FRA,1973,-3.2454071044921875
France,FRA,1974,25.321090698242188
France,FRA,1975,10.951675415039062
France,FRA,1976,-34.3983154296875
France,FRA,1977,82.21417236328125
France,FRA,1978,-23.407089233398438
France,FRA,1979,-5.5291290283203125
France,FRA,1980,9.147705078125
France,FRA,1981,7.9579315185546875
France,FRA,1982,-4.6789093017578125
France,FRA,1983,-3.246734619140625
France,FRA,1984,-10.894271850585938
France,FRA,1985,-9.475830078125
France,FRA,1986,1.68255615234375
France,FRA,1987,24.163009643554688
France,FRA,1988,17.902175903320312
France,FRA,1989,-89.30513000488281
France,FRA,1990,20.998214721679688
France,FRA,1991,11.651290893554688
France,FRA,1992,33.752655029296875
France,FRA,1993,-12.223403930664062
France,FRA,1994,42.42242431640625
France,FRA,1995,-15.586990356445312
France,FRA,1996,-19.743667602539062
France,FRA,1997,-5.1225433349609375
France,FRA,1998,-5.466094970703125
France,FRA,1999,31.63336181640625
France,FRA,2000,-17.131332397460938
France,FRA,2001,23.355560302734375
France,FRA,2002,-40.67610168457031
France,FRA,2003,-4.733428955078125
France,FRA,2004,1.796417236328125
France,FRA,2005,-20.179977416992188
France,FRA,2006,17.544509887695312
France,FRA,2007,17.283279418945312
France,FRA,2008,31.255294799804688
France,FRA,2009,-10.964263916015625
France,FRA,2010,22.1668701171875
France,FRA,2011,-39.38543701171875
France,FRA,2012,56.398040771484375
France,FRA,2013,41.341705322265625
France,FRA,2014,-12.789276123046875
France,FRA,2015,-7.03173828125
France,FRA,2016,18.064727783203125
France,FRA,2017,-16.983612060546875
France,FRA,2018,52.59613037109375
France,FRA,2019,-0.2608642578125
France,FRA,2020,25.47442626953125
France,FRA,2021,-6.651611328125
Germany,DEU,1966,3.9085121154785156
Germany,DEU,1967,-2.607135772705078
Germany,DEU,1968,0.7294273376464844
Germany,DEU,1969,-9.41952896118164
Germany,DEU,1970,14.233184814453125
Germany,DEU,1971,-11.801456451416016
Germany,DEU,1972,-0.6805877685546875
Germany,DEU,1973,6.0933380126953125
Germany,DEU,1974,7.196296691894531
Germany,DEU,1975,-1.5574302673339844
Germany,DEU,1976,-9.010379791259766
Germany,DEU,1977,10.946041107177734
Germany,DEU,1978,2.532939910888672
Germany,DEU,1979,0.465179443359375
Germany,DEU,1980,3.6962051391601562
Germany,DEU,1981,1.9830398559570312
Germany,DEU,1982,-0.539764404296875
Germany,DEU,1983,-3.8592185974121094
Germany,DEU,1984,-0.3606529235839844
Germany,DEU,1985,-3.1857261657714844
Germany,DEU,1986,3.3118629455566406
Germany,DEU,1987,4.761833190917969
Germany,DEU,1988,-0.14864349365234375
Germany,DEU,1989,-5.019256591796875
Germany,DEU,1990,-3.554302215576172
Germany,DEU,1991,-4.062763214111328
Germany,DEU,1992,8.969837188720703
Germany,DEU,1993,2.247406005859375
Germany,DEU,1994,5.580509185791016
Germany,DEU,1995,6.303337097167969
Germany,DEU,1996,-6.0149078369140625
Germany,DEU,1997,4.023384094238281
Germany,DEU,1998,6.1095428466796875
Germany,DEU,1999,9.082252502441406
Germany,DEU,2000,26.851478576660156
Germany,DEU,2001,4.350555419921875
Germany,DEU,2002,22.46637725830078
Germany,DEU,2003,4.100830078125
Germany,DEU,2004,35.0498046875
Germany,DEU,2005,25.279693603515625
Germany,DEU,2006,38.42120361328125
Germany,DEU,2007,53.1845703125
Germany,DEU,2008,9.6009521484375
Germany,DEU,2009,4.550079345703125
Germany,DEU,2010,26.11224365234375
Germany,DEU,2011,53.836883544921875
Germany,DEU,2012,55.560150146484375
Germany,DEU,2013,19.01593017578125
Germany,DEU,2014,25.71380615234375
Germany,DEU,2015,67.70962524414062
Germany,DEU,2016,0.899658203125
Germany,DEU,2017,69.09600830078125
Germany,DEU,2018,17.91497802734375
Germany,DEU,2019,45.52020263671875
Germany,DEU,2020,31.48736572265625
Germany,DEU,2021,-41.9007568359375
Greece,GRC,1966,2.747042655944824
Greece,GRC,1967,-0.20698881149291992
Greece,GRC,1968,-0.863440990447998
Greece,GRC,1969,2.0314512252807617
Greece,GRC,1970,1.7180109024047852
Greece,GRC,1971,0.047312259674072266
Greece,GRC,1972,0.07392406463623047
Greece,GRC,1973,-1.342473030090332
Greece,GRC,1974,0.3666672706604004
Greece,GRC,1975,-0.9817209243774414
Greece,GRC,1976,-0.40215063095092773
Greece,GRC,1977,0.1271510124206543
Greece,GRC,1978,3.1521501541137695
Greece,GRC,1979,1.7091398239135742
Greece,GRC,1980,-0.4760751724243164
Greece,GRC,1981,0.0059146881103515625
Greece,GRC,1982,0.45537471771240234
Greece,GRC,1983,-3.610483169555664
Greece,GRC,1984,1.543548583984375
Greece,GRC,1985,-0.168548583984375
Greece,GRC,1986,1.271505355834961
Greece,GRC,1987,-1.3424854278564453
Greece,GRC,1988,-1.2241935729980469
Greece,GRC,1989,-1.3779568672180176
Greece,GRC,1990,-0.38439369201660156
Greece,GRC,1991,3.9327969551086426
Greece,GRC,1992,-2.6285195350646973
Greece,GRC,1993,0.34891510009765625
Greece,GRC,1994,0.9077949523925781
Greece,GRC,1995,2.741128444671631
Greece,GRC,1996,2.4244937896728516
Greece,GRC,1997,-1.375
Greece,GRC,1998,-0.3814506530761719
Greece,GRC,1999,2.853731155395508
Greece,GRC,2000,-1.8069562911987305
Greece,GRC,2001,-3.620070457458496
Greece,GRC,2002,1.8414220809936523
Greece,GRC,2003,6.643082618713379
Greece,GRC,2004,-0.02925872802734375
Greece,GRC,2005,1.2941951751708984
Greece,GRC,2006,3.5062503814697266
Greece,GRC,2007,-8.832205772399902
Greece,GRC,2008,3.173649787902832
Greece,GRC,2009,6.714607238769531
Greece,GRC,2010,6.338361740112305
Greece,GRC,2011,-6.730329513549805
Greece,GRC,2012,5.371770858764648
Greece,GRC,2013,11.282604217529297
Greece,GRC,2014,-6.112876892089844
Greece,GRC,2015,7.010993957519531
Greece,GRC,2016,-0.09568023681640625
Greece,GRC,2017,-3.117115020751953
Greece,GRC,2018,6.002803802490234
Greece,GRC,2019,-0.3004150390625
Greece,GRC,2020,3.6547775268554688
Greece,GRC,2021,10.47711181640625
High-income countries,,1966,122.19140625
High-income countries,,1967,55.67724609375
High-income countries,,1968,65.714111328125
High-income countries,,1969,107.750244140625
High-income countries,,1970,71.092529296875
High-income countries,,1971,110.6083984375
High-income countries,,1972,116.412841796875
High-income countries,,1973,8.973388671875
High-income countries,,1974,270.6171875
High-income countries,,1975,-1.077392578125
High-income countries,,1976,-114.596435546875
High-income countries,,1977,18.8486328125
High-income countries,,1978,223.152587890625
High-income countries,,1979,128.7490234375
High-income countries,,1980,-24.494140625
High-income countries,,1981,32.924072265625
High-income countries,,1982,111.5390625
High-income countries,,1983,180.521484375
High-income countries,,1984,11.014404296875
High-income countries,,1985,-4.846435546875
High-income countries,,1986,11.5263671875
High-income countries,,1987,0.700927734375
High-income countries,,1988,7.72265625
High-income countries,,1989,-45.900146484375
High-income countries,,1990,148.225830078125
High-income countries,,1991,62.04296875
High-income countries,,1992,-19.73388671875
High-income countries,,1993,197.56396484375
High-income countries,,1994,-89.989013671875
High-income countries,,1995,232.022216796875
High-income countries,,1996,89.2392578125
High-income countries,,1997,126.50439453125
High-income countries,,1998,-70.70947265625
High-income countries,,1999,54.4033203125
High-income countries,,2000,65.47705078125
High-income countries,,2001,-254.11328125
High-income countries,,2002,90.42041015625
High-income countries,,2003,-36.5400390625
High-income countries,,2004,119.10400390625
High-income countries,,2005,120.62548828125
High-income countries,,2006,114.0673828125
High-income countries,,2007,37.90234375
High-income countries,,2008,250.32421875
High-income countries,,2009,128.72509765625
High-income countries,,2010,230.06396484375
High-income countries,,2011,332.13330078125
High-income countries,,2012,280.15625
High-income countries,,2013,336.951171875
High-income countries,,2014,167.791015625
High-income countries,,2015,227.52001953125
High-income countries,,2016,245.3134765625
High-income countries,,2017,339.31103515625
High-income countries,,2018,302.7412109375
High-income countries,,2019,181.982421875
High-income countries,,2020,528.50634765625
High-income countries,,2021,237.482421875
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.0019749999046325684
Hong Kong,HKG,2007,0.00047222222201526165
Hong Kong,HKG,2008,-0.00018055550754070282
Hong Kong,HKG,2009,0.0007888888940215111
Hong Kong,HKG,2010,0.12710416316986084
Hong Kong,HKG,2011,0.017777234315872192
Hong Kong,HKG,2012,-0.005945563316345215
Hong Kong,HKG,2013,-0.01662750542163849
Hong Kong,HKG,2014,0.022478610277175903
Hong Kong,HKG,2015,0.04707418382167816
Hong Kong,HKG,2016,0.024587765336036682
Hong Kong,HKG,2017,0.005823612213134766
Hong Kong,HKG,2018,0.00788193941116333
Hong Kong,HKG,2019,0.02397000789642334
Hong Kong,HKG,2020,0.0028111040592193604
Hong Kong,HKG,2021,0.004414975643157959
Hungary,HUN,1966,0.073924720287323
Hungary,HUN,1967,-0.05322583019733429
Hungary,HUN,1968,0.02069889008998871
Hungary,HUN,1969,0.01774194836616516
Hungary,HUN,1970,-0.020698904991149902
Hungary,HUN,1971,0.023655861616134644
Hungary,HUN,1972,0.041398048400878906
Hungary,HUN,1973,-0.026613056659698486
Hungary,HUN,1974,-0.05913972854614258
Hungary,HUN,1975,0.2424730360507965
Hungary,HUN,1976,0.005914181470870972
Hungary,HUN,1977,-0.04731196165084839
Hungary,HUN,1978,-0.03252691030502319
Hungary,HUN,1979,0.023656100034713745
Hungary,HUN,1980,-0.10053780674934387
Hungary,HUN,1981,0.16559138894081116
Hungary,HUN,1982,-0.02661275863647461
Hungary,HUN,1983,-0.011828064918518066
Hungary,HUN,1984,0.07688170671463013
Hungary,HUN,1985,-0.07688170671463013
Hungary,HUN,1986,-0.002956956624984741
Hungary,HUN,1987,0.04435473680496216
Hungary,HUN,1988,0
Hungary,HUN,1989,-0.03252694010734558
Hungary,HUN,1990,0.11340749263763428
Hungary,HUN,1991,0.06965696811676025
Hungary,HUN,1992,-0.03622305393218994
Hungary,HUN,1993,0.0013105273246765137
Hungary,HUN,1994,0.004368305206298828
Hungary,HUN,1995,0.04102808237075806
Hungary,HUN,1996,0.11095446348190308
Hungary,HUN,1997,0.0361897349357605
Hungary,HUN,1998,-0.15803110599517822
Hungary,HUN,1999,0.09284275770187378
Hungary,HUN,2000,-0.008870840072631836
Hungary,HUN,2001,0.03898972272872925
Hungary,HUN,2002,-0.0695841908454895
Hungary,HUN,2003,0.31823408603668213
Hungary,HUN,2004,1.900887370109558
Hungary,HUN,2005,2.977353811264038
Hungary,HUN,2006,-1.213174819946289
Hungary,HUN,2007,1.2077102661132812
Hungary,HUN,2008,1.4696478843688965
Hungary,HUN,2009,1.6538262367248535
Hungary,HUN,2010,0.3020792007446289
Hungary,HUN,2011,-1.0434026718139648
Hungary,HUN,2012,-0.27280139923095703
Hungary,HUN,2013,0.4497566223144531
Hungary,HUN,2014,1.1088457107543945
Hungary,HUN,2015,0.21224212646484375
Hungary,HUN,2016,0.014251708984375
Hungary,HUN,2017,0.621394157409668
Hungary,HUN,2018,0.8103361129760742
Hungary,HUN,2019,2.379092216491699
Hungary,HUN,2020,2.139080047607422
Hungary,HUN,2021,3.5057144165039062
Iceland,ISL,1966,-0.049677491188049316
Iceland,ISL,1967,0.12005388736724854
Iceland,ISL,1968,0.06623637676239014
Iceland,ISL,1969,0.5175395011901855
Iceland,ISL,1970,1.6635429859161377
Iceland,ISL,1971,0.37448596954345703
Iceland,ISL,1972,0.5093173980712891
Iceland,ISL,1973,1.4218196868896484
Iceland,ISL,1974,0.1759171485900879
Iceland,ISL,1975,-0.11978340148925781
Iceland,ISL,1976,0.4273977279663086
Iceland,ISL,1977,0.49509096145629883
Iceland,ISL,1978,0.25835704803466797
Iceland,ISL,1979,0.7106838226318359
Iceland,ISL,1980,0.6895112991333008
Iceland,ISL,1981,0.3151884078979492
Iceland,ISL,1982,1.0556068420410156
Iceland,ISL,1983,0.5707912445068359
Iceland,ISL,1984,0.4478588104248047
Iceland,ISL,1985,-0.2274494171142578
Iceland,ISL,1986,0.6456441879272461
Iceland,ISL,1987,0.2753429412841797
Iceland,ISL,1988,0.7718000411987305
Iceland,ISL,1989,0.17924976348876953
Iceland,ISL,1990,-0.10386180877685547
Iceland,ISL,1991,-0.045073509216308594
Iceland,ISL,1992,0.3396024703979492
Iceland,ISL,1993,0.5328874588012695
Iceland,ISL,1994,0.15442752838134766
Iceland,ISL,1995,0.5810470581054688
Iceland,ISL,1996,0.40766239166259766
Iceland,ISL,1997,1.383040428161621
Iceland,ISL,1998,2.0183238983154297
Iceland,ISL,1999,2.631023406982422
Iceland,ISL,2000,1.4432544708251953
Iceland,ISL,2001,0.8676013946533203
Iceland,ISL,2002,0.9537296295166016
Iceland,ISL,2003,0.096038818359375
Iceland,ISL,2004,0.2028331756591797
Iceland,ISL,2005,-0.003612518310546875
Iceland,ISL,2006,3.2812232971191406
Iceland,ISL,2007,5.52174186706543
Iceland,ISL,2008,12.359756469726562
Iceland,ISL,2009,0.68365478515625
Iceland,ISL,2010,0.3490409851074219
Iceland,ISL,2011,0.10434341430664062
Iceland,ISL,2012,0.5852012634277344
Iceland,ISL,2013,1.2558326721191406
Iceland,ISL,2014,-0.2739448547363281
Iceland,ISL,2015,1.5542564392089844
Iceland,ISL,2016,-0.9686164855957031
Iceland,ISL,2017,1.5374298095703125
Iceland,ISL,2018,1.1764755249023438
Iceland,ISL,2019,-1.0903396606445312
Iceland,ISL,2020,-1.130767822265625
Iceland,ISL,2021,1.1286201477050781
India,IND,1966,2.509075164794922
India,IND,1967,7.043720245361328
India,IND,1968,10.206199645996094
India,IND,1969,8.428932189941406
India,IND,1970,5.135772705078125
India,IND,1971,8.716438293457031
India,IND,1972,-2.9011306762695312
India,IND,1973,6.220428466796875
India,IND,1974,-3.8550949096679688
India,IND,1975,19.11865997314453
India,IND,1976,5.410194396972656
India,IND,1977,11.173233032226562
India,IND,1978,32.22599792480469
India,IND,1979,-5.9329376220703125
India,IND,1980,3.7636260986328125
India,IND,1981,10.76812744140625
India,IND,1982,-27.273162841796875
India,IND,1983,-5.371002197265625
India,IND,1984,16.674911499023438
India,IND,1985,-5.527801513671875
India,IND,1986,2.234649658203125
India,IND,1987,-10.663589477539062
India,IND,1988,16.714126586914062
India,IND,1989,25.887939453125
India,IND,1990,9.1612548828125
India,IND,1991,22.669708251953125
India,IND,1992,-11.403121948242188
India,IND,1993,2.4284820556640625
India,IND,1994,28.725845336914062
India,IND,1995,-11.197906494140625
India,IND,1996,-18.536544799804688
India,IND,1997,4.454833984375
India,IND,1998,40.94929504394531
India,IND,1999,-1.748809814453125
India,IND,2000,-15.145904541015625
India,IND,2001,-13.38958740234375
India,IND,2002,-2.7729339599609375
India,IND,2003,3.61346435546875
India,IND,2004,99.17469787597656
India,IND,2005,-6.97906494140625
India,IND,2006,56.3436279296875
India,IND,2007,39.720245361328125
India,IND,2008,-9.182220458984375
India,IND,2009,-15.64544677734375
India,IND,2010,24.136871337890625
India,IND,2011,86.13204956054688
India,IND,2012,-24.747314453125
India,IND,2013,60.5057373046875
India,IND,2014,38.1905517578125
India,IND,2015,4.0999755859375
India,IND,2016,10.5350341796875
India,IND,2017,66.1353759765625
India,IND,2018,79.1416015625
India,IND,2019,106.68853759765625
India,IND,2020,30.609375
India,IND,2021,46.24908447265625
Indonesia,IDN,1966,1.6204462051391602
Indonesia,IDN,1967,0.8624963760375977
Indonesia,IDN,1968,1.855672836303711
Indonesia,IDN,1969,0.44431591033935547
Indonesia,IDN,1970,2.195444107055664
Indonesia,IDN,1971,-8.298255920410156
Indonesia,IDN,1972,-0.4312479496002197
Indonesia,IDN,1973,0.953972578048706
Indonesia,IDN,1974,0.49658823013305664
Indonesia,IDN,1975,0.24829435348510742
Indonesia,IDN,1976,-2.2085118293762207
Indonesia,IDN,1977,2.0778307914733887
Indonesia,IDN,1978,-1.4897656440734863
Indonesia,IDN,1979,0.418179988861084
Indonesia,IDN,1980,-0.3920433521270752
Indonesia,IDN,1981,-0.013068199157714844
Indonesia,IDN,1982,0.339771032333374
Indonesia,IDN,1983,2.051694393157959
Indonesia,IDN,1984,0.5619292259216309
Indonesia,IDN,1985,1.48976469039917
Indonesia,IDN,1986,4.992022514343262
Indonesia,IDN,1987,0.37897491455078125
Indonesia,IDN,1988,1.3329477310180664
Indonesia,IDN,1989,3.685209274291992
Indonesia,IDN,1990,3.8280582427978516
Indonesia,IDN,1991,2.4952239990234375
Indonesia,IDN,1992,6.710014343261719
Indonesia,IDN,1993,-2.21307373046875
Indonesia,IDN,1994,-1.2326717376708984
Indonesia,IDN,1995,2.644350051879883
Indonesia,IDN,1996,1.9406852722167969
Indonesia,IDN,1997,-7.655101776123047
Indonesia,IDN,1998,14.883853912353516
Indonesia,IDN,1999,1.9045295715332031
Indonesia,IDN,2000,1.5681114196777344
Indonesia,IDN,2001,7.809711456298828
Indonesia,IDN,2002,-4.098674774169922
Indonesia,IDN,2003,-2.4247360229492188
Indonesia,IDN,2004,2.386402130126953
Indonesia,IDN,2005,2.7985687255859375
Indonesia,IDN,2006,-3.392383575439453
Indonesia,IDN,2007,5.68792724609375
Indonesia,IDN,2008,3.858844757080078
Indonesia,IDN,2009,2.8886337280273438
Indonesia,IDN,2010,17.55145263671875
Indonesia,IDN,2011,-12.643081665039062
Indonesia,IDN,2012,3.9085006713867188
Indonesia,IDN,2013,13.770309448242188
Indonesia,IDN,2014,3.85540771484375
Indonesia,IDN,2015,-11.615066528320312
Indonesia,IDN,2016,33.853782653808594
Indonesia,IDN,2017,0.8339920043945312
Indonesia,IDN,2018,59.827735900878906
Indonesia,IDN,2019,22.903854370117188
Indonesia,IDN,2020,30.611831665039062
Indonesia,IDN,2021,17.912628173828125
Iran,IRN,1966,0.37897539138793945
Iran,IRN,1967,0.4181795120239258
Iran,IRN,1968,0.44431591033935547
Iran,IRN,1969,0.4835205078125
Iran,IRN,1970,0.5227251052856445
Iran,IRN,1971,0.548861026763916
Iran,IRN,1972,2.469874382019043
Iran,IRN,1973,-1.581242561340332
Iran,IRN,1974,0.8886318206787109
Iran,IRN,1975,0.4835205078125
Iran,IRN,1976,1.2022676467895508
Iran,IRN,1977,0.37897396087646484
Iran,IRN,1978,6.638605117797852
Iran,IRN,1979,-2.4437389373779297
Iran,IRN,1980,0.5880661010742188
Iran,IRN,1981,1.515899658203125
Iran,IRN,1982,0.8886337280273438
Iran,IRN,1983,-0.40511131286621094
Iran,IRN,1984,-1.2022666931152344
Iran,IRN,1985,0.14108848571777344
Iran,IRN,1986,3.4034957885742188
Iran,IRN,1987,2.2650527954101562
Iran,IRN,1988,1.2715072631835938
Iran,IRN,1989,-4.4768829345703125
Iran,IRN,1990,1.919088363647461
Iran,IRN,1991,-5.245700836181641
Iran,IRN,1992,10.636289596557617
Iran,IRN,1993,3.929840087890625
Iran,IRN,1994,-10.754571914672852
Iran,IRN,1995,4.219623565673828
Iran,IRN,1996,1.451883316040039
Iran,IRN,1997,-8.495429992675781
Iran,IRN,1998,4.574462890625
Iran,IRN,1999,-6.830644607543945
Iran,IRN,2000,-4.022984504699707
Iran,IRN,2001,0.9202594757080078
Iran,IRN,2002,11.265576362609863
Iran,IRN,2003,4.412290573120117
Iran,IRN,2004,6.633739471435547
Iran,IRN,2005,7.053440093994141
Iran,IRN,2006,11.448795318603516
Iran,IRN,2007,-1.8424720764160156
Iran,IRN,2008,-29.72795295715332
Iran,IRN,2009,-2.038614273071289
Iran,IRN,2010,9.545440673828125
Iran,IRN,2011,1.1716499328613281
Iran,IRN,2012,4.999248504638672
Iran,IRN,2013,5.387184143066406
Iran,IRN,2014,-0.5316658020019531
Iran,IRN,2015,-3.8621826171875
Iran,IRN,2016,5.6628265380859375
Iran,IRN,2017,5.226142883300781
Iran,IRN,2018,-18.334169387817383
Iran,IRN,2019,63.872230529785156
Iran,IRN,2020,-26.94524383544922
Iran,IRN,2021,-21.90961456298828
Iraq,IRQ,1966,0.0653405487537384
Iraq,IRQ,1967,0.039204150438308716
Iraq,IRQ,1968,0.06534084677696228
Iraq,IRQ,1969,0.039204150438308716
