Entity,Code,Year,Solar per capita (kWh - equivalent)
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,1.1409010887145996
Cyprus,CYP,2005,1.575860857963562
Cyprus,CYP,2006,2.736575126647949
Cyprus,CYP,2007,4.596081256866455
Cyprus,CYP,2008,7.781911849975586
Cyprus,CYP,2009,10.169181823730469
Cyprus,CYP,2010,17.45134735107422
Cyprus,CYP,2011,29.429941177368164
Cyprus,CYP,2012,53.14542007446289
Cyprus,CYP,2013,111.98402404785156
Cyprus,CYP,2014,196.54702758789062
Cyprus,CYP,2015,293.7923889160156
Cyprus,CYP,2016,333.8596496582031
Cyprus,CYP,2017,388.065673828125
Cyprus,CYP,2018,426.76025390625
Cyprus,CYP,2019,480.02532958984375
Cyprus,CYP,2020,643.0158081054688
Cyprus,CYP,2021,1020.1157836914062
Czechia,CZE,1965,0
Czechia,CZE,1966,0
Czechia,CZE,1967,0
Czechia,CZE,1968,0
Czechia,CZE,1969,0
Czechia,CZE,1970,0
Czechia,CZE,1971,0
Czechia,CZE,1972,0
Czechia,CZE,1973,0
Czechia,CZE,1974,0
Czechia,CZE,1975,0
Czechia,CZE,1976,0
Czechia,CZE,1977,0
Czechia,CZE,1978,0
Czechia,CZE,1979,0
Czechia,CZE,1980,0
Czechia,CZE,1981,0
Czechia,CZE,1982,0
Czechia,CZE,1983,0
Czechia,CZE,1984,0
Czechia,CZE,1985,0
Czechia,CZE,1986,0
Czechia,CZE,1987,0
Czechia,CZE,1988,0
Czechia,CZE,1989,0
Czechia,CZE,1990,0
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0
Czechia,CZE,1994,0
Czechia,CZE,1995,0
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0
Czechia,CZE,2001,0
Czechia,CZE,2002,0
Czechia,CZE,2003,0
Czechia,CZE,2004,0.028213338926434517
Czechia,CZE,2005,0.018982166424393654
Czechia,CZE,2006,0.046931903809309006
Czechia,CZE,2007,0.4800584614276886
Czechia,CZE,2008,3.487067461013794
Czechia,CZE,2009,23.64691162109375
Czechia,CZE,2010,162.191162109375
Czechia,CZE,2011,552.9573974609375
Czechia,CZE,2012,563.115966796875
Czechia,CZE,2013,532.95654296875
Czechia,CZE,2014,543.0164794921875
Czechia,CZE,2015,575.052001953125
Czechia,CZE,2016,537.2293090820312
Czechia,CZE,2017,548.5547485351562
Czechia,CZE,2018,580.3800048828125
Czechia,CZE,2019,563.70556640625
Czechia,CZE,2020,547.6492919921875
Czechia,CZE,2021,524.7431640625
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0.09092117100954056
Denmark,DNK,1997,0.17894954979419708
Denmark,DNK,1998,0.22325444221496582
Denmark,DNK,1999,0.48908111453056335
Denmark,DNK,2000,0.665685772895813
Denmark,DNK,2001,0.6584059000015259
Denmark,DNK,2002,0.6979603171348572
Denmark,DNK,2003,0.8198798298835754
Denmark,DNK,2004,0.9820094108581543
Denmark,DNK,2005,1.1425278186798096
Denmark,DNK,2006,1.1581954956054688
Denmark,DNK,2007,1.289882779121399
Denmark,DNK,2008,1.3389360904693604
Denmark,DNK,2009,1.8949484825134277
Denmark,DNK,2010,3.0803918838500977
Denmark,DNK,2011,7.476293563842773
Denmark,DNK,2012,50.754798889160156
Denmark,DNK,2013,250.17367553710938
Denmark,DNK,2014,284.8263244628906
Denmark,DNK,2015,286.0512390136719
Denmark,DNK,2016,348.6268615722656
Denmark,DNK,2017,348.8880310058594
Denmark,DNK,2018,438.32568359375
Denmark,DNK,2019,439.9178466796875
Denmark,DNK,2020,535.2744750976562
Denmark,DNK,2021,575.2152099609375
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0.0025716740638017654
Ecuador,ECU,2006,0.0030031355563551188
Ecuador,ECU,2007,0.0035944946575909853
Ecuador,ECU,2008,0.005159695632755756
Ecuador,ECU,2009,0.0014890609309077263
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0.010514233261346817
Ecuador,ECU,2012,0.05762317031621933
Ecuador,ECU,2013,0.6348711848258972
Ecuador,ECU,2014,2.799260377883911
Ecuador,ECU,2015,5.989570617675781
Ecuador,ECU,2016,6.291148662567139
Ecuador,ECU,2017,5.942398548126221
Ecuador,ECU,2018,5.897059917449951
Ecuador,ECU,2019,25.254535675048828
Ecuador,ECU,2020,5.620828151702881
Ecuador,ECU,2021,5.393246173858643
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0.008595863357186317
Egypt,EGY,2001,0.037695564329624176
Egypt,EGY,2002,0.04080107435584068
Egypt,EGY,2003,0.03966831415891647
Egypt,EGY,2004,0.03894847258925438
Egypt,EGY,2005,0.037883684039115906
Egypt,EGY,2006,0.0368570052087307
Egypt,EGY,2007,0.043318379670381546
Egypt,EGY,2008,0.0530189611017704
Egypt,EGY,2009,0.07566283643245697
Egypt,EGY,2010,0.8451386094093323
Egypt,EGY,2011,7.981632232666016
Egypt,EGY,2012,15.9968843460083
Egypt,EGY,2013,0.7841939926147461
Egypt,EGY,2014,4.180849552154541
Egypt,EGY,2015,1.2235137224197388
Egypt,EGY,2016,6.62151575088501
Egypt,EGY,2017,16.62696075439453
Egypt,EGY,2018,14.865555763244629
Egypt,EGY,2019,39.123104095458984
Egypt,EGY,2020,72.79553985595703
Egypt,EGY,2021,70.99618530273438
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0.20997466146945953
Estonia,EST,2010,0.20831722021102905
Estonia,EST,2011,0.4163420796394348
Estonia,EST,2012,0.621406614780426
Estonia,EST,2013,2.88503360748291
Estonia,EST,2014,6.373213768005371
Estonia,EST,2015,12.079773902893066
Estonia,EST,2016,19.685930252075195
Estonia,EST,2017,29.231332778930664
Estonia,EST,2018,61.60163879394531
Estonia,EST,2019,146.15020751953125
Estonia,EST,2020,251.26077270507812
Estonia,EST,2021,497.8497009277344
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0
Europe,,1979,0
Europe,,1980,0
Europe,,1981,0
Europe,,1982,0
Europe,,1983,0
Europe,,1984,0.004252272192388773
Europe,,1985,0.0042355661280453205
Europe,,1986,0.004218611400574446
Europe,,1987,0
Europe,,1988,0.0041853077709674835
Europe,,1989,0.0373784676194191
Europe,,1990,0.05120372399687767
Europe,,1991,0.06331358104944229
Europe,,1992,0.10228344798088074
Europe,,1993,0.1317422240972519
Europe,,1994,0.14098615944385529
Europe,,1995,0.18211326003074646
Europe,,1996,0.19416522979736328
Europe,,1997,0.23135186731815338
Europe,,1998,0.2728516459465027
Europe,,1999,0.3263216018676758
Europe,,2000,0.3030683100223541
Europe,,2001,0.7851371169090271
Europe,,2002,1.2632139921188354
Europe,,2003,1.8667840957641602
Europe,,2004,2.9683279991149902
Europe,,2005,5.929731369018555
Europe,,2006,9.991986274719238
Europe,,2007,14.958560943603516
Europe,,2008,29.03436279296875
Europe,,2009,54.353057861328125
Europe,,2010,88.42013549804688
Europe,,2011,175.8419647216797
Europe,,2012,267.5185241699219
Europe,,2013,318.039794921875
Europe,,2014,355.44921875
Europe,,2015,392.1919860839844
Europe,,2016,401.694091796875
Europe,,2017,429.53369140625
Europe,,2018,456.9126892089844
Europe,,2019,501.4136047363281
Europe,,2020,584.7562866210938
Europe,,2021,647.4423217773438
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0
European Union (27),,1979,0
European Union (27),,1980,0
European Union (27),,1981,0
European Union (27),,1982,0
European Union (27),,1983,0
European Union (27),,1984,0
European Union (27),,1985,0
European Union (27),,1986,0
European Union (27),,1987,0
European Union (27),,1988,0
European Union (27),,1989,0.06427959352731705
European Union (27),,1990,0.08105745166540146
European Union (27),,1991,0.09487941116094589
European Union (27),,1992,0.15478549897670746
European Union (27),,1993,0.19835546612739563
European Union (27),,1994,0.20699572563171387
European Union (27),,1995,0.27031928300857544
European Union (27),,1996,0.2837216854095459
European Union (27),,1997,0.3468855023384094
European Union (27),,1998,0.41036051511764526
European Union (27),,1999,0.48015379905700684
European Union (27),,2000,0.39605751633644104
European Union (27),,2001,1.1928085088729858
European Union (27),,2002,1.9791985750198364
European Union (27),,2003,2.9677395820617676
European Union (27),,2004,4.810882091522217
European Union (27),,2005,9.737431526184082
European Union (27),,2006,16.506147384643555
European Union (27),,2007,24.779743194580078
European Union (27),,2008,48.32466506958008
European Union (27),,2009,90.68309020996094
European Union (27),,2010,147.4751739501953
European Union (27),,2011,292.2977600097656
European Union (27),,2012,436.7004699707031
European Union (27),,2013,514.946533203125
European Union (27),,2014,563.3591918945312
European Union (27),,2015,601.1856079101562
European Union (27),,2016,597.9410400390625
European Union (27),,2017,634.5872192382812
European Union (27),,2018,669.588134765625
European Union (27),,2019,730.197509765625
European Union (27),,2020,845.13525390625
European Union (27),,2021,943.8223266601562
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0.29577916860580444
Finland,FIN,1991,0.29442882537841797
Finland,FIN,1992,0.35183852910995483
Finland,FIN,1993,0.40803101658821106
Finland,FIN,1994,0.4643172323703766
Finland,FIN,1995,0.46232879161834717
Finland,FIN,1996,0.5731854438781738
Finland,FIN,1997,0.6901659369468689
Finland,FIN,1998,0.7422846555709839
Finland,FIN,1999,0.7996429800987244
Finland,FIN,2000,0.910228431224823
Finland,FIN,2001,0.9614506363868713
Finland,FIN,2002,1.0656365156173706
Finland,FIN,2003,1.1638051271438599
Finland,FIN,2004,1.3194268941879272
Finland,FIN,2005,1.4155807495117188
Finland,FIN,2006,1.8316787481307983
Finland,FIN,2007,2.0291666984558105
Finland,FIN,2008,2.062659978866577
Finland,FIN,2009,2.2462377548217773
Finland,FIN,2010,2.433112382888794
Finland,FIN,2011,2.7107632160186768
Finland,FIN,2012,2.8881912231445312
Finland,FIN,2013,3.2583696842193604
Finland,FIN,2014,3.967229127883911
Finland,FIN,2015,5.459085464477539
Finland,FIN,2016,10.820810317993164
Finland,FIN,2017,23.899776458740234
Finland,FIN,2018,43.55216979980469
Finland,FIN,2019,70.75030517578125
Finland,FIN,2020,104.85408020019531
Finland,FIN,2021,145.2947998046875
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.07699412852525711
France,FRA,1993,0.08666881173849106
France,FRA,1994,0.09647218137979507
France,FRA,1995,0.104283407330513
France,FRA,1996,0.1350293904542923
France,FRA,1997,0.17319166660308838
France,FRA,1998,0.20674973726272583
France,FRA,1999,0.2290194183588028
France,FRA,2000,0.2617033123970032
France,FRA,2001,0.30498239398002625
France,FRA,2002,0.3465055525302887
France,FRA,2003,0.37389513850212097
France,FRA,2004,0.4008919894695282
France,FRA,2005,0.4919501543045044
France,FRA,2006,0.5507737398147583
France,FRA,2007,0.8226580619812012
France,FRA,2008,1.8971868753433228
France,FRA,2009,7.769579887390137
France,FRA,2010,27.367551803588867
France,FRA,2011,90.67195892333984
France,FRA,2012,173.2360076904297
France,FRA,2013,201.97438049316406
France,FRA,2014,249.5405731201172
France,FRA,2015,303.46820068359375
France,FRA,2016,338.0032958984375
France,FRA,2017,373.5932922363281
France,FRA,2018,423.8484191894531
France,FRA,2019,475.4457092285156
France,FRA,2020,520.0556030273438
France,FRA,2021,584.145751953125
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0
Germany,DEU,1987,0
Germany,DEU,1988,0
Germany,DEU,1989,0
Germany,DEU,1990,0.03724599629640579
Germany,DEU,1991,0.037041306495666504
Germany,DEU,1992,0.07399240136146545
Germany,DEU,1993,0.11017369478940964
Germany,DEU,1994,0.14639249444007874
Germany,DEU,1995,0.18212993443012238
Germany,DEU,1996,0.218263640999794
Germany,DEU,1997,0.3995975852012634
Germany,DEU,1998,0.5448803901672363
Germany,DEU,1999,0.6902914047241211
Germany,DEU,2000,0
Germany,DEU,2001,3.606689214706421
Germany,DEU,2002,7.159698486328125
Germany,DEU,2003,11.122292518615723
Germany,DEU,2004,19.65890121459961
Germany,DEU,2005,45.89728927612305
Germany,DEU,2006,79.1047592163086
Germany,DEU,2007,109.1348876953125
Germany,DEU,2008,156.26502990722656
Germany,DEU,2009,231.80557250976562
Germany,DEU,2010,410.8063659667969
Germany,DEU,2011,682.0584106445312
Germany,DEU,2012,905.6185302734375
Germany,DEU,2013,1028.0955810546875
Germany,DEU,2014,1149.4239501953125
Germany,DEU,2015,1223.9105224609375
Germany,DEU,2016,1194.3358154296875
Germany,DEU,2017,1220.01220703125
Germany,DEU,2018,1383.2357177734375
Germany,DEU,2019,1400.820068359375
Germany,DEU,2020,1524.699462890625
Germany,DEU,2021,1528.2056884765625
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0.2571331262588501
Greece,GRC,2005,0.254891961812973
Greece,GRC,2006,0.2533102333545685
Greece,GRC,2007,0.2547876536846161
Greece,GRC,2008,1.2731120586395264
Greece,GRC,2009,12.741320610046387
Greece,GRC,2010,40.27882766723633
Greece,GRC,2011,155.3945770263672
Greece,GRC,2012,430.830810546875
Greece,GRC,2013,925.685302734375
Greece,GRC,2014,959.9530639648438
Greece,GRC,2015,985.2581176757812
Greece,GRC,2016,991.1046752929688
Greece,GRC,2017,1005.0172119140625
Greece,GRC,2018,953.1265869140625
Greece,GRC,2019,1114.5732421875
Greece,GRC,2020,1120.4703369140625
Greece,GRC,2021,1303.9486083984375
High-income countries,,1965,0
High-income countries,,1966,0
High-income countries,,1967,0
High-income countries,,1968,0
High-income countries,,1969,0
High-income countries,,1970,0
High-income countries,,1971,0
High-income countries,,1972,0
High-income countries,,1973,0
High-income countries,,1974,0
High-income countries,,1975,0
High-income countries,,1976,0
High-income countries,,1977,0
High-income countries,,1978,0
High-income countries,,1979,0
High-income countries,,1980,0
High-income countries,,1981,0
High-income countries,,1982,0
High-income countries,,1983,0.009281202219426632
High-income countries,,1984,0.0194099098443985
High-income countries,,1985,0.03587457537651062
High-income countries,,1986,0.04603486508131027
High-income countries,,1987,0.03191028907895088
High-income countries,,1988,0.030487408861517906
High-income countries,,1989,0.7781704664230347
High-income countries,,1990,1.1353956460952759
High-income countries,,1991,1.4666938781738281
High-income countries,,1992,1.338539719581604
High-income countries,,1993,1.5835936069488525
High-income countries,,1994,1.6827104091644287
High-income countries,,1995,1.7819383144378662
High-income countries,,1996,1.918387532234192
High-income countries,,1997,2.042074203491211
High-income countries,,1998,2.191558837890625
High-income countries,,1999,2.4281506538391113
High-income countries,,2000,2.7729897499084473
High-income countries,,2001,3.671319007873535
High-income countries,,2002,4.5670390129089355
High-income countries,,2003,5.643771171569824
High-income countries,,2004,7.378561973571777
High-income countries,,2005,10.3486328125
High-income countries,,2006,14.107073783874512
High-income countries,,2007,18.83298110961914
High-income countries,,2008,30.400114059448242
High-income countries,,2009,49.91584777832031
High-income countries,,2010,78.50188446044922
High-income countries,,2011,144.95069885253906
High-income countries,,2012,217.1596221923828
High-income countries,,2013,280.990966796875
High-income countries,,2014,364.8185119628906
High-income countries,,2015,442.90301513671875
High-income countries,,2016,514.01953125
High-income countries,,2017,613.8123168945312
High-income countries,,2018,698.828857421875
High-income countries,,2019,795.3612060546875
High-income countries,,2020,938.5155639648438
High-income countries,,2021,1103.200439453125
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0.3983449339866638
Hong Kong,HKG,2011,1.1814260482788086
Hong Kong,HKG,2012,1.1667945384979248
Hong Kong,HKG,2013,1.152055263519287
Hong Kong,HKG,2014,1.1407521963119507
Hong Kong,HKG,2015,1.4998315572738647
Hong Kong,HKG,2016,1.4764111042022705
Hong Kong,HKG,2017,2.0416128635406494
Hong Kong,HKG,2018,2.2910351753234863
Hong Kong,HKG,2019,2.4392826557159424
Hong Kong,HKG,2020,2.7603678703308105
Hong Kong,HKG,2021,2.802492618560791
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,0
Hungary,HUN,1984,0
Hungary,HUN,1985,0
Hungary,HUN,1986,0
Hungary,HUN,1987,0
Hungary,HUN,1988,0
Hungary,HUN,1989,0
Hungary,HUN,1990,0
Hungary,HUN,1991,0
Hungary,HUN,1992,0
Hungary,HUN,1993,0
Hungary,HUN,1994,0
Hungary,HUN,1995,0
Hungary,HUN,1996,0
Hungary,HUN,1997,0
Hungary,HUN,1998,0
Hungary,HUN,1999,0
Hungary,HUN,2000,0
Hungary,HUN,2001,0
Hungary,HUN,2002,0
Hungary,HUN,2003,0
Hungary,HUN,2004,0
Hungary,HUN,2005,0
Hungary,HUN,2006,0
Hungary,HUN,2007,0
Hungary,HUN,2008,0.28078392148017883
Hungary,HUN,2009,0.2816981375217438
Hungary,HUN,2010,0.2795299291610718
Hungary,HUN,2011,0.27874088287353516
Hungary,HUN,2012,2.224618434906006
Hungary,HUN,2013,6.928624629974365
Hungary,HUN,2014,18.511943817138672
Hungary,HUN,2015,38.83330535888672
Hungary,HUN,2016,66.97418975830078
Hungary,HUN,2017,95.45809173583984
Hungary,HUN,2018,171.4305419921875
Hungary,HUN,2019,407.4528503417969
Hungary,HUN,2020,668.5104370117188
Hungary,HUN,2021,1030.2723388671875
Iceland,ISL,1965,0
Iceland,ISL,1966,0
Iceland,ISL,1967,0
Iceland,ISL,1968,0
Iceland,ISL,1969,0
Iceland,ISL,1970,0
Iceland,ISL,1971,0
Iceland,ISL,1972,0
Iceland,ISL,1973,0
Iceland,ISL,1974,0
Iceland,ISL,1975,0
Iceland,ISL,1976,0
Iceland,ISL,1977,0
Iceland,ISL,1978,0
Iceland,ISL,1979,0
Iceland,ISL,1980,0
Iceland,ISL,1981,0
Iceland,ISL,1982,0
Iceland,ISL,1983,0
Iceland,ISL,1984,0
Iceland,ISL,1985,0
Iceland,ISL,1986,0
Iceland,ISL,1987,0
Iceland,ISL,1988,0
Iceland,ISL,1989,0
Iceland,ISL,1990,0
Iceland,ISL,1991,0
Iceland,ISL,1992,0
Iceland,ISL,1993,0
Iceland,ISL,1994,0
Iceland,ISL,1995,0
Iceland,ISL,1996,0
Iceland,ISL,1997,0
Iceland,ISL,1998,0
Iceland,ISL,1999,0
Iceland,ISL,2000,0
Iceland,ISL,2001,0
Iceland,ISL,2002,0
Iceland,ISL,2003,0
Iceland,ISL,2004,0
Iceland,ISL,2005,0
Iceland,ISL,2006,0
Iceland,ISL,2007,0
Iceland,ISL,2008,0
Iceland,ISL,2009,0
Iceland,ISL,2010,0
Iceland,ISL,2011,0
Iceland,ISL,2012,0
Iceland,ISL,2013,0
Iceland,ISL,2014,0
Iceland,ISL,2015,0
Iceland,ISL,2016,0
