Entity,Code,Year,Solar (% growth)
High-income countries,,2003,25.20688819885254
High-income countries,,2004,32.48979949951172
High-income countries,,2005,42.171226501464844
High-income countries,,2006,38.22612762451172
High-income countries,,2007,35.39837646484375
High-income countries,,2008,63.715850830078125
High-income countries,,2009,66.48532104492188
High-income countries,,2010,59.38285446166992
High-income countries,,2011,87.02311706542969
High-income countries,,2012,51.66593933105469
High-income countries,,2013,30.93187713623047
High-income countries,,2014,31.33131217956543
High-income countries,,2015,22.77265739440918
High-income countries,,2016,17.33694076538086
High-income countries,,2017,20.69716453552246
High-income countries,,2018,15.036582946777344
High-income countries,,2019,14.709770202636719
High-income countries,,2020,18.881011962890625
High-income countries,,2021,18.378280639648438
Hong Kong,HKG,2011,200
Hong Kong,HKG,2012,0
Hong Kong,HKG,2013,0
Hong Kong,HKG,2014,0
Hong Kong,HKG,2015,33.333335876464844
Hong Kong,HKG,2016,0
Hong Kong,HKG,2017,40.125
Hong Kong,HKG,2018,13.880455017089844
Hong Kong,HKG,2019,7.833313941955566
Hong Kong,HKG,2020,14.528549194335938
Hong Kong,HKG,2021,2.564096450805664
Hungary,HUN,2009,0
Hungary,HUN,2010,0
Hungary,HUN,2011,0
Hungary,HUN,2012,700
Hungary,HUN,2013,212.5
Hungary,HUN,2014,168
Hungary,HUN,2015,110.44776153564453
Hungary,HUN,2016,73.04963684082031
Hungary,HUN,2017,43.03279113769531
Hungary,HUN,2018,80.2292251586914
Hungary,HUN,2019,137.99681091308594
Hungary,HUN,2020,64.2618637084961
Hungary,HUN,2021,54.26143264770508
India,IND,1996,499.99993896484375
India,IND,1997,0
India,IND,1998,0
India,IND,1999,0
India,IND,2000,16.666675567626953
India,IND,2001,57.142852783203125
India,IND,2002,18.181812286376953
India,IND,2003,23.076927185058594
India,IND,2004,12.499988555908203
India,IND,2005,0
India,IND,2006,-60.39999771118164
India,IND,2007,719.4444580078125
India,IND,2008,6.779658794403076
India,IND,2009,19.047618865966797
India,IND,2010,50.66665267944336
India,IND,2011,631.8584594726562
India,IND,2012,153.80892944335938
India,IND,2013,63.55408477783203
India,IND,2014,42.99446487426758
India,IND,2015,33.7620735168457
India,IND,2016,75.98706817626953
India,IND,2017,86.43663787841797
India,IND,2018,68.6331787109375
India,IND,2019,27.349388122558594
India,IND,2020,26.834630966186523
India,IND,2021,16.397022247314453
Indonesia,IDN,2009,0
Indonesia,IDN,2010,420.0000305175781
Indonesia,IDN,2011,48.0769157409668
Indonesia,IDN,2012,290.90911865234375
Indonesia,IDN,2013,82.72425079345703
Indonesia,IDN,2014,23.81818389892578
Indonesia,IDN,2015,-22.466957092285156
Indonesia,IDN,2016,299.43182373046875
Indonesia,IDN,2017,37.74299621582031
Indonesia,IDN,2018,210.74008178710938
Indonesia,IDN,2019,31.02914047241211
Indonesia,IDN,2020,44.54682922363281
Indonesia,IDN,2021,12.663042068481445
Iran,IRN,2007,0
Iran,IRN,2008,100
Iran,IRN,2009,50.0000114440918
Iran,IRN,2010,133.3333282470703
Iran,IRN,2011,0
Iran,IRN,2012,0
Iran,IRN,2013,0
Iran,IRN,2014,0
Iran,IRN,2015,114.28572845458984
Iran,IRN,2016,233.3333282470703
Iran,IRN,2017,1616.0999755859375
Iran,IRN,2018,158.5117645263672
Iran,IRN,2019,130.13352966308594
Iran,IRN,2020,24.594629287719727
Iran,IRN,2021,5.780911445617676
Iraq,IRQ,2014,23.758102416992188
Iraq,IRQ,2015,0.008726119995117188
Iraq,IRQ,2016,0
Iraq,IRQ,2017,0
Iraq,IRQ,2018,557.0892944335938
Iraq,IRQ,2019,0
Iraq,IRQ,2020,0.27396678924560547
Iraq,IRQ,2021,-0.27321577072143555
Ireland,IRL,2010,12.22691535949707
Ireland,IRL,2011,13.856971740722656
Ireland,IRL,2012,19.157278060913086
Ireland,IRL,2013,8.287906646728516
Ireland,IRL,2014,35.27734375
Ireland,IRL,2015,70.8513412475586
Ireland,IRL,2016,267.80419921875
Ireland,IRL,2017,94.3491439819336
Ireland,IRL,2018,87.7898941040039
Ireland,IRL,2019,84.69194030761719
Ireland,IRL,2020,59.13174057006836
Ireland,IRL,2021,-0.2732217311859131
Israel,ISR,2010,191.6666717529297
Israel,ISR,2011,174.2857208251953
Israel,ISR,2012,92.18748474121094
Israel,ISR,2013,33.902442932128906
Israel,ISR,2014,70.0870132446289
Israel,ISR,2015,44.716800689697266
Israel,ISR,2016,34.476234436035156
Israel,ISR,2017,0.4585742950439453
Israel,ISR,2018,11.259889602661133
Israel,ISR,2019,70.37747192382812
Israel,ISR,2020,33.66511917114258
Israel,ISR,2021,30.3258056640625
Italy,ITA,1990,98
Italy,ITA,1991,24.999988555908203
Italy,ITA,1992,79.99999237060547
Italy,ITA,1993,22.22222137451172
Italy,ITA,1994,0
Italy,ITA,1995,18.18182373046875
Italy,ITA,1996,7.692313194274902
Italy,ITA,1997,7.142853736877441
Italy,ITA,1998,6.666672229766846
Italy,ITA,1999,6.25
Italy,ITA,2000,5.8823466300964355
Italy,ITA,2001,5.555558204650879
Italy,ITA,2002,10.526323318481445
Italy,ITA,2003,14.28571891784668
Italy,ITA,2004,20.833324432373047
Italy,ITA,2005,6.896555423736572
Italy,ITA,2006,12.90322494506836
Italy,ITA,2007,11.428570747375488
Italy,ITA,2008,394.8717956542969
Italy,ITA,2009,250.77719116210938
Italy,ITA,2010,181.49188232421875
Italy,ITA,2011,466.4952697753906
Italy,ITA,2012,74.71493530273438
Italy,ITA,2013,14.457345008850098
Italy,ITA,2014,3.324902057647705
Italy,ITA,2015,2.8503060340881348
Italy,ITA,2016,-3.6522209644317627
Italy,ITA,2017,10.284876823425293
Italy,ITA,2018,-7.071632385253906
Italy,ITA,2019,4.569220542907715
Italy,ITA,2020,3.6392569541931152
Italy,ITA,2021,2.1016597747802734
Japan,JPN,1991,0
Japan,JPN,1992,949.9998779296875
Japan,JPN,1993,114.28572845458984
Japan,JPN,1994,28.88888168334961
Japan,JPN,1995,36.20690155029297
Japan,JPN,1996,37.97467803955078
Japan,JPN,1997,76.70247650146484
Japan,JPN,1998,48.745609283447266
Japan,JPN,1999,52.20294189453125
Japan,JPN,2000,57.808387756347656
Japan,JPN,2001,45.246971130371094
Japan,JPN,2002,38.99649429321289
Japan,JPN,2003,37.334800720214844
Japan,JPN,2004,33.300018310546875
Japan,JPN,2005,28.18967056274414
Japan,JPN,2006,22.424650192260742
Japan,JPN,2007,15.876567840576172
Japan,JPN,2008,12.173307418823242
Japan,JPN,2009,17.407333374023438
Japan,JPN,2010,30.729352951049805
Japan,JPN,2011,36.61472702026367
Japan,JPN,2012,35.53410720825195
Japan,JPN,2013,75.10784912109375
Japan,JPN,2014,82.41975402832031
Japan,JPN,2015,46.67881774902344
Japan,JPN,2016,25.435649871826172
Japan,JPN,2017,25.19521713256836
Japan,JPN,2018,14.514053344726562
Japan,JPN,2019,9.066974639892578
Japan,JPN,2020,10.906637191772461
Japan,JPN,2021,14.814889907836914
Kazakhstan,KAZ,2013,3649.52392578125
Kazakhstan,KAZ,2014,57.35331726074219
Kazakhstan,KAZ,2015,3626.472900390625
Kazakhstan,KAZ,2016,91.4688949584961
Kazakhstan,KAZ,2017,4.79893684387207
Kazakhstan,KAZ,2018,52.477561950683594
Kazakhstan,KAZ,2019,176.94387817382812
Kazakhstan,KAZ,2020,216.3097381591797
Kazakhstan,KAZ,2021,4.377543926239014
Kuwait,KWT,2014,1701.098876953125
Kuwait,KWT,2015,55.277610778808594
Kuwait,KWT,2016,859.0176391601562
Kuwait,KWT,2017,4.998564720153809
Kuwait,KWT,2018,3.8240909576416016
Kuwait,KWT,2019,10.004890441894531
Kuwait,KWT,2020,0.27396678924560547
Kuwait,KWT,2021,-0.2732217311859131
Latvia,LVA,2012,0
Latvia,LVA,2013,0
Latvia,LVA,2014,0
Latvia,LVA,2015,0
Latvia,LVA,2016,91.00000762939453
Latvia,LVA,2017,15.183246612548828
Latvia,LVA,2018,189.31817626953125
Latvia,LVA,2019,146.42575073242188
Latvia,LVA,2020,54.510677337646484
Latvia,LVA,2021,-0.2732217311859131
Lithuania,LTU,2012,2200.000244140625
Lithuania,LTU,2013,1847.8260498046875
Lithuania,LTU,2014,62.94642639160156
Lithuania,LTU,2015,0.4109501838684082
Lithuania,LTU,2016,-9.276938438415527
Lithuania,LTU,2017,2.2556424140930176
Lithuania,LTU,2018,27.352928161621094
Lithuania,LTU,2019,5.1963090896606445
Lithuania,LTU,2020,41.38309860229492
Lithuania,LTU,2021,-3.966188430786133
Lower-middle-income countries,,1996,499.99993896484375
Lower-middle-income countries,,1997,0
Lower-middle-income countries,,1998,0
Lower-middle-income countries,,1999,0
Lower-middle-income countries,,2000,27.09467315673828
Lower-middle-income countries,,2001,67.65802764892578
Lower-middle-income countries,,2002,22.604774475097656
Lower-middle-income countries,,2003,29.89358901977539
Lower-middle-income countries,,2004,20.204008102416992
Lower-middle-income countries,,2005,16.557239532470703
Lower-middle-income countries,,2006,-28.63552474975586
Lower-middle-income countries,,2007,273.9022216796875
Lower-middle-income countries,,2008,16.225671768188477
Lower-middle-income countries,,2009,29.994892120361328
Lower-middle-income countries,,2010,89.97738647460938
Lower-middle-income countries,,2011,453.8928527832031
Lower-middle-income countries,,2012,156.9617919921875
Lower-middle-income countries,,2013,38.787174224853516
Lower-middle-income countries,,2014,37.66501998901367
Lower-middle-income countries,,2015,32.125545501708984
Lower-middle-income countries,,2016,90.17316436767578
Lower-middle-income countries,,2017,76.26551055908203
Lower-middle-income countries,,2018,61.16206741333008
Lower-middle-income countries,,2019,44.539608001708984
Lower-middle-income countries,,2020,36.290489196777344
Lower-middle-income countries,,2021,31.32333755493164
Luxembourg,LUX,2001,15.000009536743164
Luxembourg,LUX,2002,28.260875701904297
Luxembourg,LUX,2003,2271.186279296875
Luxembourg,LUX,2004,557.5411376953125
Luxembourg,LUX,2005,92.39046478271484
Luxembourg,LUX,2006,19.301616668701172
Luxembourg,LUX,2007,-1.0088026523590088
Luxembourg,LUX,2008,-4.162484169006348
Luxembourg,LUX,2009,1.4227986335754395
Luxembourg,LUX,2010,4.095304012298584
Luxembourg,LUX,2011,21.73255729675293
Luxembourg,LUX,2012,48.683189392089844
Luxembourg,LUX,2013,92.64310455322266
Luxembourg,LUX,2014,28.48328399658203
Luxembourg,LUX,2015,9.478473663330078
Luxembourg,LUX,2016,-3.309839963912964
Luxembourg,LUX,2017,8.151519775390625
Luxembourg,LUX,2018,10.383260726928711
Luxembourg,LUX,2019,8.903741836547852
Luxembourg,LUX,2020,23.68065071105957
Luxembourg,LUX,2021,37.23493957519531
Malaysia,MYS,2013,1914.28564453125
Malaysia,MYS,2014,60.9929084777832
Malaysia,MYS,2015,20.26431655883789
Malaysia,MYS,2016,13.553118705749512
Malaysia,MYS,2017,6.451618671417236
Malaysia,MYS,2018,91.51514434814453
Malaysia,MYS,2019,49.28623580932617
Malaysia,MYS,2020,24.243282318115234
Malaysia,MYS,2021,28.28773307800293
Mexico,MEX,1991,100
Mexico,MEX,1992,50
Mexico,MEX,1993,33.333335876464844
Mexico,MEX,1994,24.999988555908203
Mexico,MEX,1995,0
Mexico,MEX,1996,20.000003814697266
Mexico,MEX,1997,0
Mexico,MEX,1998,16.666675567626953
Mexico,MEX,1999,0
Mexico,MEX,2000,0
Mexico,MEX,2001,14.28571891784668
Mexico,MEX,2002,0
Mexico,MEX,2003,0
Mexico,MEX,2004,12.499988555908203
Mexico,MEX,2005,0
Mexico,MEX,2006,11.111116409301758
Mexico,MEX,2007,-10.000001907348633
Mexico,MEX,2008,111.11111450195312
Mexico,MEX,2009,42.10527038574219
Mexico,MEX,2010,14.81480598449707
Mexico,MEX,2011,32.2580680847168
Mexico,MEX,2012,68.29267883300781
Mexico,MEX,2013,53.62318801879883
Mexico,MEX,2014,108.49056243896484
Mexico,MEX,2015,-8.507913589477539
Mexico,MEX,2016,24.76717185974121
Mexico,MEX,2017,370.3204040527344
Mexico,MEX,2018,168.0137939453125
Mexico,MEX,2019,131.65618896484375
Mexico,MEX,2020,28.31825065612793
Mexico,MEX,2021,25.97233009338379
Middle Africa (BP),,2002,743.75
Middle Africa (BP),,2003,44.93826675415039
Middle Africa (BP),,2004,42.078365325927734
Middle Africa (BP),,2005,50.599525451660156
Middle Africa (BP),,2006,30.334388732910156
Middle Africa (BP),,2007,174.09893798828125
Middle Africa (BP),,2008,73.90238952636719
Middle Africa (BP),,2009,31.846725463867188
Middle Africa (BP),,2010,31.405521392822266
Middle Africa (BP),,2011,22.745763778686523
Middle Africa (BP),,2012,20.905149459838867
Middle Africa (BP),,2013,17.360305786132812
Middle Africa (BP),,2014,20.568252563476562
Middle Africa (BP),,2015,15.181934356689453
Middle Africa (BP),,2016,18.095361709594727
Middle Africa (BP),,2017,17.422819137573242
Middle Africa (BP),,2018,54.143882751464844
Middle Africa (BP),,2019,0
Middle Africa (BP),,2020,1.8097758293151855
Middle Africa (BP),,2021,-0.03185868263244629
Middle East (BP),,2007,0
Middle East (BP),,2008,3409
Middle East (BP),,2009,876.4320068359375
Middle East (BP),,2010,185.2975311279297
Middle East (BP),,2011,131.87879943847656
Middle East (BP),,2012,90.10723876953125
Middle East (BP),,2013,60.4456787109375
Middle East (BP),,2014,89.03721618652344
Middle East (BP),,2015,40.6977424621582
Middle East (BP),,2016,51.1891975402832
Middle East (BP),,2017,27.512990951538086
Middle East (BP),,2018,52.637840270996094
Middle East (BP),,2019,87.67533111572266
Middle East (BP),,2020,24.73951530456543
Middle East (BP),,2021,20.07957649230957
Morocco,MAR,2003,0
Morocco,MAR,2004,0
Morocco,MAR,2005,0
Morocco,MAR,2006,0
Morocco,MAR,2007,0
Morocco,MAR,2008,0
Morocco,MAR,2009,0
Morocco,MAR,2010,0
Morocco,MAR,2011,0
Morocco,MAR,2012,0.27027130126953125
Morocco,MAR,2013,-0.2695441246032715
Morocco,MAR,2014,0
Morocco,MAR,2015,5543.005859375
Morocco,MAR,2016,6943.85888671875
Morocco,MAR,2017,3.4371137619018555
Morocco,MAR,2018,128.78761291503906
Morocco,MAR,2019,66.4425277709961
Morocco,MAR,2020,-3.896927833557129
Morocco,MAR,2021,19.76352882385254
Netherlands,NLD,1993,0
Netherlands,NLD,1994,-99
Netherlands,NLD,1995,9900.0009765625
Netherlands,NLD,1996,100
Netherlands,NLD,1997,0
Netherlands,NLD,1998,75
Netherlands,NLD,1999,50.57143020629883
Netherlands,NLD,2000,46.2998046875
Netherlands,NLD,2001,69.3904037475586
Netherlands,NLD,2002,30.474735260009766
Netherlands,NLD,2003,80.3990707397461
Netherlands,NLD,2004,7.807421684265137
Netherlands,NLD,2005,3.1955361366271973
Netherlands,NLD,2006,2.994239330291748
Netherlands,NLD,2007,1.3882994651794434
Netherlands,NLD,2008,8.896160125732422
Netherlands,NLD,2009,14.28424072265625
Netherlands,NLD,2010,33.750343322753906
Netherlands,NLD,2011,68.80426025390625
Netherlands,NLD,2012,152.88307189941406
Netherlands,NLD,2013,103.30793762207031
Netherlands,NLD,2014,52.115142822265625
Netherlands,NLD,2015,42.91070556640625
Netherlands,NLD,2016,39.04695510864258
Netherlands,NLD,2017,41.356422424316406
Netherlands,NLD,2018,68.27503204345703
Netherlands,NLD,2019,45.56150436401367
Netherlands,NLD,2020,62.327945709228516
Netherlands,NLD,2021,30.47347068786621
New Zealand,NZL,2008,1.4598488807678223
New Zealand,NZL,2009,3.8848876953125
New Zealand,NZL,2010,6.648218631744385
New Zealand,NZL,2011,7.79266357421875
New Zealand,NZL,2012,16.86701774597168
New Zealand,NZL,2013,38.595726013183594
New Zealand,NZL,2014,180.0507049560547
New Zealand,NZL,2015,95.51738739013672
New Zealand,NZL,2016,54.42440414428711
New Zealand,NZL,2017,35.968231201171875
New Zealand,NZL,2018,30.707286834716797
New Zealand,NZL,2019,27.025461196899414
New Zealand,NZL,2020,25.580013275146484
New Zealand,NZL,2021,27.850353240966797
Non-OECD (BP),,1991,0
Non-OECD (BP),,1992,50
Non-OECD (BP),,1993,33.333335876464844
Non-OECD (BP),,1994,24.999988555908203
Non-OECD (BP),,1995,60.2020149230957
Non-OECD (BP),,1996,88.02019500732422
Non-OECD (BP),,1997,13.292956352233887
Non-OECD (BP),,1998,17.74054718017578
Non-OECD (BP),,1999,15.465760231018066
Non-OECD (BP),,2000,92.4093017578125
Non-OECD (BP),,2001,44.61888122558594
Non-OECD (BP),,2002,35.69485092163086
Non-OECD (BP),,2003,30.182016372680664
Non-OECD (BP),,2004,20.594083786010742
Non-OECD (BP),,2005,18.465757369995117
Non-OECD (BP),,2006,31.827604293823242
Non-OECD (BP),,2007,45.103515625
Non-OECD (BP),,2008,29.821468353271484
Non-OECD (BP),,2009,52.9683723449707
Non-OECD (BP),,2010,116.22784423828125
Non-OECD (BP),,2011,250.00949096679688
Non-OECD (BP),,2012,97.51544189453125
Non-OECD (BP),,2013,94.06608581542969
Non-OECD (BP),,2014,112.59646606445312
Non-OECD (BP),,2015,58.777488708496094
Non-OECD (BP),,2016,63.50431442260742
Non-OECD (BP),,2017,69.42272186279297
Non-OECD (BP),,2018,50.057064056396484
Non-OECD (BP),,2019,31.40873908996582
Non-OECD (BP),,2020,21.98801040649414
Non-OECD (BP),,2021,26.123868942260742
North America,,1984,76.70033264160156
North America,,1985,102.5533676147461
North America,,1986,32.00374984741211
North America,,1987,-25.192415237426758
North America,,1988,-13.365721702575684
North America,,1989,2655.673828125
North America,,1990,46.87770462036133
North America,,1991,29.171443939208984
North America,,1992,-13.816844940185547
North America,,1993,16.26429557800293
North America,,1994,5.758535861968994
North America,,1995,2.827179431915283
North America,,1996,5.7178497314453125
North America,,1997,-1.3724565505981445
North America,,1998,-0.7108092308044434
North America,,1999,-0.5645215511322021
North America,,2000,0.6457090377807617
North America,,2001,11.196243286132812
North America,,2002,5.100512504577637
North America,,2003,1.5217304229736328
North America,,2004,12.551868438720703
North America,,2005,8.091175079345703
North America,,2006,10.252213478088379
North America,,2007,32.16938781738281
North America,,2008,49.15549850463867
North America,,2009,31.421649932861328
North America,,2010,49.795223236083984
North America,,2011,62.49989318847656
North America,,2012,87.30682373046875
North America,,2013,75.55245971679688
North America,,2014,78.16899108886719
North America,,2015,34.73345184326172
North America,,2016,40.23826217651367
North America,,2017,38.6306037902832
North America,,2018,22.263824462890625
North America,,2019,18.24153709411621
North America,,2020,22.263622283935547
North America,,2021,25.21653175354004
North America (BP),,1984,76.70033264160156
North America (BP),,1985,102.5533676147461
North America (BP),,1986,32.00374984741211
North America (BP),,1987,-25.192415237426758
North America (BP),,1988,-13.365721702575684
North America (BP),,1989,2655.673828125
North America (BP),,1990,46.87770462036133
North America (BP),,1991,29.171430587768555
North America (BP),,1992,-13.816839218139648
North America (BP),,1993,16.26429557800293
North America (BP),,1994,5.758535861968994
North America (BP),,1995,2.827179431915283
North America (BP),,1996,5.717837810516357
North America (BP),,1997,-1.3724446296691895
North America (BP),,1998,-0.7108092308044434
North America (BP),,1999,-0.5831718444824219
North America (BP),,2000,0.61798095703125
North America (BP),,2001,11.07078742980957
North America (BP),,2002,5.051147937774658
North America (BP),,2003,1.440596580505371
North America (BP),,2004,12.464356422424316
North America (BP),,2005,7.416868209838867
North America (BP),,2006,10.392498970031738
North America (BP),,2007,32.144962310791016
North America (BP),,2008,49.24335479736328
North America (BP),,2009,31.11311149597168
North America (BP),,2010,49.170494079589844
North America (BP),,2011,62.190330505371094
North America (BP),,2012,86.61306762695312
North America (BP),,2013,76.67969512939453
North America (BP),,2014,78.84911346435547
North America (BP),,2015,34.749568939208984
North America (BP),,2016,40.404544830322266
North America (BP),,2017,38.712154388427734
North America (BP),,2018,22.298622131347656
North America (BP),,2019,17.905067443847656
North America (BP),,2020,22.068618774414062
North America (BP),,2021,25.14264678955078
North Macedonia,MKD,2011,4411.5380859375
North Macedonia,MKD,2012,141.77322387695312
North Macedonia,MKD,2013,219.1466827392578
North Macedonia,MKD,2014,58.89957046508789
North Macedonia,MKD,2015,57.14087677001953
North Macedonia,MKD,2016,4.867255687713623
North Macedonia,MKD,2017,0.21518468856811523
North Macedonia,MKD,2018,-4.054570198059082
North Macedonia,MKD,2019,1.9264578819274902
North Macedonia,MKD,2020,1.3346552848815918
North Macedonia,MKD,2021,7.460594177246094
Norway,NOR,2001,0
Norway,NOR,2002,0
Norway,NOR,2003,16.981136322021484
Norway,NOR,2004,0
Norway,NOR,2005,0
Norway,NOR,2006,14.51612663269043
Norway,NOR,2007,0
Norway,NOR,2008,4.225349426269531
Norway,NOR,2009,4.054057598114014
Norway,NOR,2010,5.194807052612305
Norway,NOR,2011,4.938268661499023
Norway,NOR,2012,4.705870151519775
Norway,NOR,2013,10.112369537353516
Norway,NOR,2014,18.367338180541992
Norway,NOR,2015,15.517234802246094
Norway,NOR,2016,77.61194610595703
Norway,NOR,2017,67.90335083007812
Norway,NOR,2018,52.338539123535156
Norway,NOR,2019,72.51461791992188
Norway,NOR,2020,33.72540283203125
Norway,NOR,2021,40.29148864746094
OECD (BP),,1984,110.37037658691406
OECD (BP),,1985,86.13955688476562
OECD (BP),,1986,29.251934051513672
OECD (BP),,1987,-30.168973922729492
OECD (BP),,1988,-3.8391828536987305
OECD (BP),,1989,2471.834716796875
OECD (BP),,1990,47.31529998779297
OECD (BP),,1991,30.26388931274414
OECD (BP),,1992,-7.873117923736572
OECD (BP),,1993,19.222450256347656
OECD (BP),,1994,7.113540172576904
OECD (BP),,1995,6.552183628082275
OECD (BP),,1996,8.456457138061523
OECD (BP),,1997,7.070815563201904
OECD (BP),,1998,8.078551292419434
OECD (BP),,1999,11.405956268310547
OECD (BP),,2000,15.004229545593262
OECD (BP),,2001,33.95326232910156
OECD (BP),,2002,25.957477569580078
OECD (BP),,2003,25.104629516601562
OECD (BP),,2004,32.36381912231445
OECD (BP),,2005,41.99681091308594
OECD (BP),,2006,37.843013763427734
OECD (BP),,2007,35.319637298583984
OECD (BP),,2008,63.767539978027344
OECD (BP),,2009,66.39833068847656
OECD (BP),,2010,59.24215316772461
OECD (BP),,2011,86.960693359375
OECD (BP),,2012,51.54714584350586
OECD (BP),,2013,30.728458404541016
OECD (BP),,2014,31.11720085144043
OECD (BP),,2015,22.726619720458984
OECD (BP),,2016,17.700504302978516
OECD (BP),,2017,21.48805809020996
OECD (BP),,2018,16.837203979492188
OECD (BP),,2019,14.986014366149902
OECD (BP),,2020,18.635141372680664
OECD (BP),,2021,18.259763717651367
Oceania,,1992,122.01834106445312
Oceania,,1993,20.661163330078125
Oceania,,1994,19.178081512451172
Oceania,,1995,21.551727294921875
Oceania,,1996,21.040189743041992
Oceania,,1997,19.7265625
Oceania,,1998,16.150081634521484
Oceania,,1999,14.044952392578125
Oceania,,2000,15.147781372070312
Oceania,,2001,15.828871726989746
Oceania,,2002,7.663893699645996
Oceania,,2003,8.404803276062012
Oceania,,2004,15.42721939086914
Oceania,,2005,15.215909957885742
Oceania,,2006,16.00238037109375
Oceania,,2007,20.159900665283203
Oceania,,2008,21.765625
Oceania,,2009,105.97288513183594
Oceania,,2010,234.02664184570312
Oceania,,2011,108.73374938964844
Oceania,,2012,17.970144271850586
Oceania,,2013,59.46904373168945
Oceania,,2014,28.972780227661133
Oceania,,2015,25.37670135498047
Oceania,,2016,20.284759521484375
Oceania,,2017,19.98467445373535
Oceania,,2018,38.23027801513672
Oceania,,2019,48.19104766845703
Oceania,,2020,30.276466369628906
Oceania,,2021,30.811988830566406
Oman,OMN,2014,0
Oman,OMN,2015,208.3333282470703
Oman,OMN,2016,13.405394554138184
Oman,OMN,2017,270.82940673828125
Oman,OMN,2018,0.976860523223877
Oman,OMN,2019,5.365324020385742
Oman,OMN,2020,1180.8116455078125
Oman,OMN,2021,22.963523864746094
Other Africa (BP),,2001,33.551822662353516
Other Africa (BP),,2002,1.1872172355651855
Other Africa (BP),,2003,53.341651916503906
Other Africa (BP),,2004,57.48160934448242
Other Africa (BP),,2005,41.634918212890625
Other Africa (BP),,2006,61.41025924682617
Other Africa (BP),,2007,59.674346923828125
Other Africa (BP),,2008,69.72377014160156
Other Africa (BP),,2009,42.282569885253906
Other Africa (BP),,2010,119.38128662109375
Other Africa (BP),,2011,68.12677001953125
Other Africa (BP),,2012,45.032073974609375
Other Africa (BP),,2013,30.547916412353516
Other Africa (BP),,2014,28.377269744873047
Other Africa (BP),,2015,19.68792724609375
Other Africa (BP),,2016,54.408443450927734
Other Africa (BP),,2017,2.6255011558532715
Other Africa (BP),,2018,46.06074142456055
Other Africa (BP),,2019,39.70833969116211
Other Africa (BP),,2020,11.888324737548828
Other Africa (BP),,2021,21.206510543823242
Other Asia Pacific (BP),,1998,500
Other Asia Pacific (BP),,1999,-25
Other Asia Pacific (BP),,2000,30633.333984375
Other Asia Pacific (BP),,2001,86.37019348144531
Other Asia Pacific (BP),,2002,17.691564559936523
Other Asia Pacific (BP),,2003,27.52596092224121
Other Asia Pacific (BP),,2004,18.081939697265625
Other Asia Pacific (BP),,2005,24.00394630432129
Other Asia Pacific (BP),,2006,29.36711311340332
Other Asia Pacific (BP),,2007,16.402971267700195
Other Asia Pacific (BP),,2008,53.077327728271484
Other Asia Pacific (BP),,2009,12.651718139648438
Other Asia Pacific (BP),,2010,8.05199146270752
Other Asia Pacific (BP),,2011,57.222496032714844
Other Asia Pacific (BP),,2012,82.2244873046875
Other Asia Pacific (BP),,2013,19.394445419311523
Other Asia Pacific (BP),,2014,38.75944519042969
Other Asia Pacific (BP),,2015,60.61729049682617
Other Asia Pacific (BP),,2016,46.16851806640625
Other Asia Pacific (BP),,2017,37.8310432434082
Other Asia Pacific (BP),,2018,18.456315994262695
Other Asia Pacific (BP),,2019,44.73801803588867
Other Asia Pacific (BP),,2020,32.67884063720703
Other Asia Pacific (BP),,2021,34.527587890625
Other CIS (BP),,2010,993.2203369140625
Other CIS (BP),,2011,105.89146423339844
Other CIS (BP),,2012,577.0006103515625
Other CIS (BP),,2013,274.4145812988281
Other CIS (BP),,2014,92.99507141113281
Other CIS (BP),,2015,28.667306900024414
Other CIS (BP),,2016,3.0525684356689453
Other CIS (BP),,2017,-5.794686317443848
Other CIS (BP),,2018,56.19224166870117
Other CIS (BP),,2019,350.9270324707031
Other CIS (BP),,2020,-5.149203300476074
Other CIS (BP),,2021,53.806922912597656
Other Caribbean (BP),,2000,22.760116577148438
Other Caribbean (BP),,2001,161.29031372070312
Other Caribbean (BP),,2002,4.938268661499023
Other Caribbean (BP),,2003,0
Other Caribbean (BP),,2004,33.823524475097656
Other Caribbean (BP),,2005,1079.8106689453125
Other Caribbean (BP),,2006,-11.994277954101562
Other Caribbean (BP),,2007,50.755836486816406
Other Caribbean (BP),,2008,51.59674835205078
Other Caribbean (BP),,2009,84.9883804321289
Other Caribbean (BP),,2010,125.44918060302734
Other Caribbean (BP),,2011,90.74174499511719
Other Caribbean (BP),,2012,134.6031951904297
Other Caribbean (BP),,2013,21.18475341796875
Other Caribbean (BP),,2014,30.108070373535156
Other Caribbean (BP),,2015,33.413909912109375
Other Caribbean (BP),,2016,24.04568099975586
Other Caribbean (BP),,2017,29.74675941467285
Other Caribbean (BP),,2018,18.278812408447266
Other Caribbean (BP),,2019,60.583351135253906
Other Caribbean (BP),,2020,40.314781188964844
Other Caribbean (BP),,2021,31.206607818603516
Other Europe (BP),,2002,100
Other Europe (BP),,2003,36.764705657958984
Other Europe (BP),,2004,26.881717681884766
Other Europe (BP),,2005,21.18643569946289
Other Europe (BP),,2006,0
Other Europe (BP),,2007,69.9300765991211
Other Europe (BP),,2008,20.57613182067871
Other Europe (BP),,2009,166.04957580566406
Other Europe (BP),,2010,89.96338653564453
Other Europe (BP),,2011,156.07562255859375
Other Europe (BP),,2012,114.604736328125
Other Europe (BP),,2013,62.33786392211914
Other Europe (BP),,2014,96.86768341064453
