Entity,Code,Year,Solar (% equivalent primary energy)
Central America (BP),,1995,0
Central America (BP),,1996,0
Central America (BP),,1997,0
Central America (BP),,1998,0
Central America (BP),,1999,0
Central America (BP),,2000,0
Central America (BP),,2001,0
Central America (BP),,2002,0
Central America (BP),,2003,0
Central America (BP),,2004,0
Central America (BP),,2005,0.0006353359203785658
Central America (BP),,2006,0.0007107609999366105
Central America (BP),,2007,0.0006852195365354419
Central America (BP),,2008,0.0006673459429293871
Central America (BP),,2009,0.0007506652036681771
Central America (BP),,2010,0.0009953044354915619
Central America (BP),,2011,0.001153928111307323
Central America (BP),,2012,0.001813747570849955
Central America (BP),,2013,0.002652506111189723
Central America (BP),,2014,0.010850684717297554
Central America (BP),,2015,0.45566436648368835
Central America (BP),,2016,0.8589564561843872
Central America (BP),,2017,1.0312401056289673
Central America (BP),,2018,1.279296875
Central America (BP),,2019,1.5074262619018555
Central America (BP),,2020,1.9129244089126587
Central America (BP),,2021,1.9843658208847046
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,0
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0
Chile,CHL,2002,0
Chile,CHL,2003,0
Chile,CHL,2004,0
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,0
Chile,CHL,2008,0
Chile,CHL,2009,0
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2012,0.00022369337966665626
Chile,CHL,2013,0.004364806227385998
Chile,CHL,2014,0.30048274993896484
Chile,CHL,2015,0.8649482131004333
Chile,CHL,2016,1.5364844799041748
Chile,CHL,2017,2.311225175857544
Chile,CHL,2018,2.8931641578674316
Chile,CHL,2019,3.4458067417144775
Chile,CHL,2020,4.444605350494385
Chile,CHL,2021,5.999279499053955
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.00007453365105902776
China,CHN,1991,0.00007096357148839161
China,CHN,1992,0.00010099617793457583
China,CHN,1993,0.00012511938984971493
China,CHN,1994,0.00014705995272379369
China,CHN,1995,0.0001998949737753719
China,CHN,1996,0.00024397188099101186
China,CHN,1997,0.0002962075232062489
China,CHN,1998,0.00037632405292242765
China,CHN,1999,0.0004414946888573468
China,CHN,2000,0.0005512908101081848
China,CHN,2001,0.0007303201709873974
China,CHN,2002,0.0010316576808691025
China,CHN,2003,0.0011733417632058263
China,CHN,2004,0.001183229498565197
China,CHN,2005,0.0011438854271546006
China,CHN,2006,0.0011728090466931462
China,CHN,2007,0.0012868581106886268
China,CHN,2008,0.0016416037688031793
China,CHN,2009,0.0028689184691756964
China,CHN,2010,0.006696733180433512
China,CHN,2011,0.022978827357292175
China,CHN,2012,0.03021400235593319
China,CHN,2013,0.06742626428604126
China,CHN,2014,0.18284758925437927
China,CHN,2015,0.3013349771499634
China,CHN,2016,0.4964212477207184
China,CHN,2017,0.8447369337081909
China,CHN,2018,1.2131843566894531
China,CHN,2019,1.4769387245178223
China,CHN,2020,1.6727190017700195
China,CHN,2021,1.9539525508880615
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0.0017268310766667128
Colombia,COL,2001,0.0025363105814903975
Colombia,COL,2002,0.004408642183989286
Colombia,COL,2003,0.005825314670801163
Colombia,COL,2004,0.007052876055240631
Colombia,COL,2005,0.008377650752663612
Colombia,COL,2006,0
Colombia,COL,2007,0
Colombia,COL,2008,0
Colombia,COL,2009,0
Colombia,COL,2010,0
Colombia,COL,2011,0
Colombia,COL,2012,0
Colombia,COL,2013,0
Colombia,COL,2014,0
Colombia,COL,2015,0
Colombia,COL,2016,0
Colombia,COL,2017,0.0026094727218151093
Colombia,COL,2018,0.006106545217335224
Colombia,COL,2019,0.06494729965925217
Colombia,COL,2020,0.10406678915023804
Colombia,COL,2021,0.155402272939682
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0
Croatia,HRV,2005,0
Croatia,HRV,2006,0
Croatia,HRV,2007,0
Croatia,HRV,2008,0
Croatia,HRV,2009,0.00004329447983764112
Croatia,HRV,2010,0.000042335181205999106
Croatia,HRV,2011,0.00004823070776183158
Croatia,HRV,2012,0.006247195415198803
Croatia,HRV,2013,0.03203972429037094
Croatia,HRV,2014,0.09875665605068207
Croatia,HRV,2015,0.16863998770713806
Croatia,HRV,2016,0.1865094006061554
Croatia,HRV,2017,0.2209707647562027
Croatia,HRV,2018,0.20187869668006897
Croatia,HRV,2019,0.22862109541893005
Croatia,HRV,2020,0.27447444200515747
Croatia,HRV,2021,0.25612157583236694
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.003691445104777813
Cyprus,CYP,2005,0.004627938382327557
Cyprus,CYP,2006,0.008314299397170544
Cyprus,CYP,2007,0.013973603025078773
Cyprus,CYP,2008,0.023473989218473434
Cyprus,CYP,2009,0.031901516020298004
Cyprus,CYP,2010,0.05701388046145439
Cyprus,CYP,2011,0.09815789759159088
Cyprus,CYP,2012,0.19086399674415588
Cyprus,CYP,2013,0.45297640562057495
Cyprus,CYP,2014,0.800443172454834
Cyprus,CYP,2015,1.1687349081039429
Cyprus,CYP,2016,1.2309911251068115
Cyprus,CYP,2017,1.4044657945632935
Cyprus,CYP,2018,1.5634510517120361
Cyprus,CYP,2019,1.7706490755081177
Cyprus,CYP,2020,2.7451064586639404
Cyprus,CYP,2021,4.161370277404785
Czechia,CZE,1965,0
Czechia,CZE,1966,0
Czechia,CZE,1967,0
Czechia,CZE,1968,0
Czechia,CZE,1969,0
Czechia,CZE,1970,0
Czechia,CZE,1971,0
Czechia,CZE,1972,0
Czechia,CZE,1973,0
Czechia,CZE,1974,0
Czechia,CZE,1975,0
Czechia,CZE,1976,0
Czechia,CZE,1977,0
Czechia,CZE,1978,0
Czechia,CZE,1979,0
Czechia,CZE,1980,0
Czechia,CZE,1981,0
Czechia,CZE,1982,0
Czechia,CZE,1983,0
Czechia,CZE,1984,0
Czechia,CZE,1985,0
Czechia,CZE,1986,0
Czechia,CZE,1987,0
Czechia,CZE,1988,0
Czechia,CZE,1989,0
Czechia,CZE,1990,0
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0
Czechia,CZE,1994,0
Czechia,CZE,1995,0
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0
Czechia,CZE,2001,0
Czechia,CZE,2002,0
Czechia,CZE,2003,0
Czechia,CZE,2004,0.00005477593367686495
Czechia,CZE,2005,0.00003749231109395623
Czechia,CZE,2006,0.00009129176032729447
Czechia,CZE,2007,0.0009495289414189756
Czechia,CZE,2008,0.007077609188854694
Czechia,CZE,2009,0.05032166838645935
Czechia,CZE,2010,0.3327374756336212
Czechia,CZE,2011,1.1632698774337769
Czechia,CZE,2012,1.1922786235809326
Czechia,CZE,2013,1.1504251956939697
Czechia,CZE,2014,1.1983652114868164
Czechia,CZE,2015,1.2951562404632568
Czechia,CZE,2016,1.22866952419281
Czechia,CZE,2017,1.202359676361084
Czechia,CZE,2018,1.2791324853897095
Czechia,CZE,2019,1.2609343528747559
Czechia,CZE,2020,1.326582431793213
Czechia,CZE,2021,1.2075985670089722
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0.0001648140896577388
Denmark,DNK,1997,0.00035910712904296815
Denmark,DNK,1998,0.00046644610119983554
Denmark,DNK,1999,0.0010578295914456248
Denmark,DNK,2000,0.0015032829251140356
Denmark,DNK,2001,0.0014871553285047412
Denmark,DNK,2002,0.0015839128755033016
Denmark,DNK,2003,0.001730447867885232
Denmark,DNK,2004,0.0021955377887934446
Denmark,DNK,2005,0.002654629060998559
Denmark,DNK,2006,0.0024550948292016983
Denmark,DNK,2007,0.0028949417173862457
Denmark,DNK,2008,0.0031377298291772604
Denmark,DNK,2009,0.004742600489407778
Denmark,DNK,2010,0.0073543451726436615
Denmark,DNK,2011,0.01897498033940792
Denmark,DNK,2012,0.13966602087020874
Denmark,DNK,2013,0.6622653007507324
Denmark,DNK,2014,0.7820500135421753
Denmark,DNK,2015,0.8163052797317505
Denmark,DNK,2016,0.9897914528846741
Denmark,DNK,2017,0.9881271719932556
Denmark,DNK,2018,1.264230728149414
Denmark,DNK,2019,1.2981804609298706
Denmark,DNK,2020,1.7794023752212524
Denmark,DNK,2021,1.7925480604171753
Eastern Africa (BP),,1971,0
Eastern Africa (BP),,1972,0
Eastern Africa (BP),,1973,0
Eastern Africa (BP),,1974,0
Eastern Africa (BP),,1975,0
Eastern Africa (BP),,1976,0
Eastern Africa (BP),,1977,0
Eastern Africa (BP),,1978,0
Eastern Africa (BP),,1979,0
Eastern Africa (BP),,1980,0
Eastern Africa (BP),,1981,0
Eastern Africa (BP),,1982,0
Eastern Africa (BP),,1983,0
Eastern Africa (BP),,1984,0
Eastern Africa (BP),,1985,0
Eastern Africa (BP),,1986,0
Eastern Africa (BP),,1987,0
Eastern Africa (BP),,1988,0
Eastern Africa (BP),,1989,0
Eastern Africa (BP),,1990,0
Eastern Africa (BP),,1991,0
Eastern Africa (BP),,1992,0
Eastern Africa (BP),,1993,0
Eastern Africa (BP),,1994,0
Eastern Africa (BP),,1995,0
Eastern Africa (BP),,1996,0
Eastern Africa (BP),,1997,0
Eastern Africa (BP),,1998,0
Eastern Africa (BP),,1999,0
Eastern Africa (BP),,2000,0
Eastern Africa (BP),,2001,0.00016080519708339125
Eastern Africa (BP),,2002,0.0003128803800791502
Eastern Africa (BP),,2003,0.00030717873596586287
Eastern Africa (BP),,2004,0.0005721774068661034
Eastern Africa (BP),,2005,0.0010900795459747314
Eastern Africa (BP),,2006,0.004036757163703442
Eastern Africa (BP),,2007,0.007297305390238762
Eastern Africa (BP),,2008,0.013808696530759335
Eastern Africa (BP),,2009,0.022799422964453697
Eastern Africa (BP),,2010,0.06064632162451744
Eastern Africa (BP),,2011,0.10576044768095016
Eastern Africa (BP),,2012,0.1431419551372528
Eastern Africa (BP),,2013,0.16357849538326263
Eastern Africa (BP),,2014,0.1944730579853058
Eastern Africa (BP),,2015,0.21288824081420898
Eastern Africa (BP),,2016,0.2460804134607315
Eastern Africa (BP),,2017,0.2636036276817322
Eastern Africa (BP),,2018,0.2967747747898102
Eastern Africa (BP),,2019,0.42536118626594543
Eastern Africa (BP),,2020,0.5066560506820679
Eastern Africa (BP),,2021,0.5455038547515869
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0.000029451741283992305
Ecuador,ECU,2006,0.000033067310141632333
Ecuador,ECU,2007,0.000038277772546280175
Ecuador,ECU,2008,0.00005234319542068988
Ecuador,ECU,2009,0.000015736190107418224
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0.00009734790364746004
Ecuador,ECU,2012,0.0005126481992192566
Ecuador,ECU,2013,0.005555272102355957
Ecuador,ECU,2014,0.023680835962295532
Ecuador,ECU,2015,0.051637884229421616
Ecuador,ECU,2016,0.055360689759254456
Ecuador,ECU,2017,0.0512654073536396
Ecuador,ECU,2018,0.04893212392926216
Ecuador,ECU,2019,0.20764291286468506
Ecuador,ECU,2020,0.05438466742634773
Ecuador,ECU,2021,0.04556586593389511
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0.00010406893125036731
Egypt,EGY,2001,0.0004457075265236199
Egypt,EGY,2002,0.00047795104910619557
Egypt,EGY,2003,0.0004472022410482168
Egypt,EGY,2004,0.0004235573287587613
Egypt,EGY,2005,0.00040907112997956574
Egypt,EGY,2006,0.0003846270265057683
Egypt,EGY,2007,0.00043193704914301634
Egypt,EGY,2008,0.000507577380631119
Egypt,EGY,2009,0.000712439650669694
Egypt,EGY,2010,0.007814076729118824
Egypt,EGY,2011,0.07192158699035645
Egypt,EGY,2012,0.1417621672153473
Egypt,EGY,2013,0.007160750683397055
Egypt,EGY,2014,0.03954986482858658
Egypt,EGY,2015,0.011639636009931564
Egypt,EGY,2016,0.06097828596830368
Egypt,EGY,2017,0.15044033527374268
Egypt,EGY,2018,0.13714298605918884
Egypt,EGY,2019,0.37487202882766724
Egypt,EGY,2020,0.7572938203811646
Egypt,EGY,2021,0.7023365497589111
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0.0004778072179760784
Estonia,EST,2010,0.0003793643554672599
Estonia,EST,2011,0.0007576098432764411
Estonia,EST,2012,0.0011189322685822845
Estonia,EST,2013,0.004918742924928665
Estonia,EST,2014,0.011339686810970306
Estonia,EST,2015,0.023223964497447014
Estonia,EST,2016,0.03673148900270462
Estonia,EST,2017,0.049281567335128784
Estonia,EST,2018,0.10495303571224213
Estonia,EST,2019,0.30970054864883423
Estonia,EST,2020,0.5676773190498352
Estonia,EST,2021,1.0014475584030151
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0
Europe,,1979,0
Europe,,1980,0
Europe,,1981,0
Europe,,1982,0
Europe,,1983,0
Europe,,1984,0.000008696461918589193
Europe,,1985,0.000008980091479315888
Europe,,1986,0.000008824325050227344
Europe,,1987,0
Europe,,1988,0.000008531458661309443
Europe,,1989,0.00007662080315640196
Europe,,1990,0.00010514942550798878
Europe,,1991,0.00013208333984948695
Europe,,1992,0.00022203256958164275
Europe,,1993,0.000296854559564963
Europe,,1994,0.000331505318172276
Europe,,1995,0.00042944843880832195
Europe,,1996,0.0004545311094261706
Europe,,1997,0.000550264900084585
Europe,,1998,0.0006449927459470928
Europe,,1999,0.0007719978457316756
Europe,,2000,0.0007085559191182256
Europe,,2001,0.0018098504515364766
Europe,,2002,0.0029321471229195595
Europe,,2003,0.004264847841113806
Europe,,2004,0.006705975625663996
Europe,,2005,0.01337430439889431
Europe,,2006,0.022259371355175972
Europe,,2007,0.03365381807088852
Europe,,2008,0.06563884019851685
Europe,,2009,0.1308196634054184
Europe,,2010,0.20552293956279755
Europe,,2011,0.4145679473876953
Europe,,2012,0.6341197490692139
Europe,,2013,0.7636788487434387
Europe,,2014,0.8815940618515015
Europe,,2015,0.9773062467575073
Europe,,2016,0.9890753030776978
Europe,,2017,1.0545880794525146
Europe,,2018,1.10740327835083
Europe,,2019,1.2356877326965332
Europe,,2020,1.5394290685653687
Europe,,2021,1.6169661283493042
Europe (BP),,1965,0
Europe (BP),,1966,0
Europe (BP),,1967,0
Europe (BP),,1968,0
Europe (BP),,1969,0
Europe (BP),,1970,0
Europe (BP),,1971,0
Europe (BP),,1972,0
Europe (BP),,1973,0
Europe (BP),,1974,0
Europe (BP),,1975,0
Europe (BP),,1976,0
Europe (BP),,1977,0
Europe (BP),,1978,0
Europe (BP),,1979,0
Europe (BP),,1980,0
Europe (BP),,1981,0
Europe (BP),,1982,0
Europe (BP),,1983,0
Europe (BP),,1984,0.000015049657122290228
Europe (BP),,1985,0.000012589097423187923
Europe (BP),,1986,0.000012382703971525189
Europe (BP),,1987,0
Europe (BP),,1988,0.000012002930816379376
Europe (BP),,1989,0.00010802404722198844
Europe (BP),,1990,0.00014690750685986131
Europe (BP),,1991,0.00018441281281411648
Europe (BP),,1992,0.00030857979436405003
Europe (BP),,1993,0.0004050603020004928
Europe (BP),,1994,0.00044310290832072496
Europe (BP),,1995,0.0005612745881080627
Europe (BP),,1996,0.0005842367536388338
Europe (BP),,1997,0.0006976253935135901
Europe (BP),,1998,0.0008151832153089345
Europe (BP),,1999,0.0009803340071812272
Europe (BP),,2000,0.0008999441633932292
Europe (BP),,2001,0.002306448994204402
Europe (BP),,2002,0.003728943644091487
Europe (BP),,2003,0.00542010273784399
Europe (BP),,2004,0.008504125289618969
Europe (BP),,2005,0.016923848539590836
Europe (BP),,2006,0.0283257607370615
Europe (BP),,2007,0.04286077246069908
Europe (BP),,2008,0.08377950638532639
Europe (BP),,2009,0.16689743101596832
Europe (BP),,2010,0.26225072145462036
Europe (BP),,2011,0.5345697999000549
Europe (BP),,2012,0.8171074986457825
Europe (BP),,2013,0.9821547865867615
Europe (BP),,2014,1.1411792039871216
Europe (BP),,2015,1.249771237373352
Europe (BP),,2016,1.2731456756591797
Europe (BP),,2017,1.3717372417449951
Europe (BP),,2018,1.5070230960845947
Europe (BP),,2019,1.6836864948272705
Europe (BP),,2020,2.104027509689331
Europe (BP),,2021,2.235992670059204
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0
European Union (27),,1979,0
European Union (27),,1980,0
European Union (27),,1981,0
European Union (27),,1982,0
European Union (27),,1983,0
European Union (27),,1984,0
European Union (27),,1985,0
European Union (27),,1986,0
European Union (27),,1987,0
European Union (27),,1988,0
European Union (27),,1989,0.00015301533858291805
European Union (27),,1990,0.00019443294149823487
European Union (27),,1991,0.00022927048848941922
European Union (27),,1992,0.000382440397515893
European Union (27),,1993,0.0004951807204633951
European Union (27),,1994,0.0005199387087486684
European Union (27),,1995,0.0006638137274421751
European Union (27),,1996,0.0006767596350982785
European Union (27),,1997,0.0008310644188895822
European Union (27),,1998,0.0009735633502714336
European Union (27),,1999,0.0011454853229224682
European Union (27),,2000,0.0009393235668540001
European Union (27),,2001,0.0027806381694972515
European Union (27),,2002,0.004659705329686403
European Union (27),,2003,0.006880034226924181
European Union (27),,2004,0.011040943674743176
European Union (27),,2005,0.02241053245961666
European Union (27),,2006,0.03781597316265106
European Union (27),,2007,0.05761817842721939
European Union (27),,2008,0.11306555569171906
European Union (27),,2009,0.22595830261707306
European Union (27),,2010,0.35450464487075806
European Union (27),,2011,0.7252448201179504
European Union (27),,2012,1.0971391201019287
European Union (27),,2013,1.3055449724197388
European Union (27),,2014,1.4824036359786987
European Union (27),,2015,1.5639524459838867
European Union (27),,2016,1.5403895378112793
European Union (27),,2017,1.6215254068374634
European Union (27),,2018,1.7072057723999023
European Union (27),,2019,1.8936597108840942
European Union (27),,2020,2.3738560676574707
European Union (27),,2021,2.5170319080352783
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0.0004576950741466135
Finland,FIN,1991,0.000447297963546589
Finland,FIN,1992,0.0005390218575485051
Finland,FIN,1993,0.0006231158040463924
Finland,FIN,1994,0.0006788010941818357
Finland,FIN,1995,0.0007121578091755509
Finland,FIN,1996,0.0008463617414236069
Finland,FIN,1997,0.0010100658982992172
Finland,FIN,1998,0.0010516155743971467
Finland,FIN,1999,0.0011576175456866622
Finland,FIN,2000,0.001313843415118754
Finland,FIN,2001,0.001361694885417819
Finland,FIN,2002,0.0015052249655127525
Finland,FIN,2003,0.001539234071969986
Finland,FIN,2004,0.0017574710072949529
Finland,FIN,2005,0.0020822042133659124
Finland,FIN,2006,0.00251847505569458
Finland,FIN,2007,0.002809057245030999
Finland,FIN,2008,0.0029731530230492353
Finland,FIN,2009,0.003508099587634206
Finland,FIN,2010,0.003511331742629409
Finland,FIN,2011,0.004171385429799557
Finland,FIN,2012,0.004590202122926712
Finland,FIN,2013,0.005179502069950104
Finland,FIN,2014,0.006560339592397213
Finland,FIN,2015,0.00908800307661295
Finland,FIN,2016,0.017786404117941856
Finland,FIN,2017,0.04018140211701393
Finland,FIN,2018,0.07195746153593063
Finland,FIN,2019,0.11956185102462769
Finland,FIN,2020,0.18522576987743378
Finland,FIN,2021,0.2504613399505615
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.00015444884775206447
France,FRA,1993,0.00017450256564188749
